smiles,uM_value,pchembl_value
CN1C(=O)/C(=C/c2ccco2)S/C1=N/c1cccc(C(=O)O)c1,50.63,4.3
O=C(O)c1cccc(-c2ccc(/C=N/NC(=O)C3COc4ccccc4O3)o2)c1,45.61,4.34
CC(C)(C)c1ccc(/C=N/Nc2ccc(C(=O)O)cc2)cc1,13.27,4.88
O=C(O)c1ccc(N/N=C/c2ccc(C(F)(F)F)cc2)cc1.O=S(=O)(O)O,46.32,4.33
C/C(CCC1CC(C)OC1=O)=N/Nc1nc(-c2ccccc2)cs1,30.78,4.51
CC1=NNC(=O)C1CC(=O)N/N=C(\C)c1cccs1,3.56,5.45
COc1ccccc1/C=C/C=N/NC(=O)CCC1C(=O)NN=C1C,57.24,4.24
O=C(Cc1cc(O)n[nH]1)N/N=C/C(Cl)=C/c1ccccc1,90.63,4.04
COc1cc(/C(C)=N/NC(=O)Cc2c(C)n[nH]c2O)ccc1O,34.08,4.47
Cc1ccc(N/N=C2/C(=O)Nn3c2nc(C)cc3=O)cc1,86.14,4.07
Cc1ccc(/C=N/Nc2ccc(C(=O)O)cc2)s1.O=S(=O)(O)O,20.4,4.69
Cc1ccc(/C=c2\sc3nc(-c4ccccc4Br)nn3c2=O)o1,95.49,4.02
CC(/C=N/NC(=O)Cc1cc(O)[nH]n1)=C\c1ccccc1,72.38,4.14
COc1cccc(/C=N/NC(=S)Nc2cccc(C(=O)O)c2)c1,15.7,4.8
O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2cccc(Br)c2)c1,15.78,4.8
O=C1C2C3C=CC(CC3)C2C(=O)N1/N=C/c1ccc(O)c(O)c1,34.32,4.46
Oc1ccc(/C=N/NC(=S)Nc2cccnc2)cc1O,49.58,4.3
CSc1nnc(-c2ccccc2/N=C/c2c(C)nn(-c3ccccc3)c2O)c(O)n1,48.61,4.31
O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2ccc(Br)cc2)c1,13.35,4.88
O=C(O)c1cccc(NC(=S)N/N=C/c2c[nH]c3ccccc23)c1,17.62,4.75
CSc1nnc(-c2cc(Br)ccc2/N=C/c2c(C)nn(-c3ccccc3)c2O)c(O)n1,24.78,4.61
O=C(O)COc1ccccc1/C=C1\SC(=S)N(/N=C/c2ccccc2O)C1=O,21.31,4.67
CCc1nnc(NS(=O)(=O)c2ccc(/N=C/c3c(C)nn(-c4ccc(C)cc4)c3O)cc2)s1,8.11,5.09
CC1=NNC(=O)C1CCC(=O)N/N=C\c1ccccc1[N+](=O)[O-],3.14,5.5
CC/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1O,82.27,4.08
CCc1nnc(NS(=O)(=O)c2ccc(/N=C/c3c(C)nn(-c4ccc(C)c(C)c4)c3O)cc2)s1,14.44,4.84
CC1=NNC(=O)C1CCC(=O)N/N=C\c1ccc(Cl)c(Cl)c1,14.95,4.83
Cc1ccc(C(=O)N/N=C/c2sc(=O)n(Cc3cccc(C(=O)O)c3)c2Cl)cc1,17.84,4.75
CC1=NNC(=O)C1CCC(=O)N/N=C/C(Br)=C/c1ccccc1,8.0,5.1
COc1cccc(/C=N/NC(=O)CC2C(=O)NN=C2C)c1OC,23.5,4.63
O=C(O)COc1ccccc1/C=N/NC(=O)c1cccc(S(=O)(=O)Nc2cccc(Cl)c2)c1,21.26,4.67
COc1ccc(/C=N/NC(=S)Nc2cccc(C(=O)O)c2)cc1,19.55,4.71
Cc1cccc(N/N=C(\C#N)S(=O)(=O)C(C)(C)C)c1,18.97,4.72
CC1=NNC(=O)C1CCC(=O)N/N=C/C=C/c1ccccc1,51.42,4.29
O=C(O)c1cccc(-c2ccc(/C=N/NC(=O)c3cccnc3)o2)c1,37.46,4.43
Cc1ccc(/C=c2/sc3nnc(-c4ccccc4Cl)n3c2=O)o1,28.69,4.54
C=CCN1C(=O)/C(=C/c2ccc(OCC(=O)O)cc2)S/C1=N/c1nccs1,18.94,4.72
COc1ccc2occ(/C=N/c3nc[nH]n3)c(=O)c2c1,67.21,4.17
O=C(O)c1cccc(Cn2c(Cl)c(/C=N/NC(=O)c3ccccc3)sc2=O)c1,20.76,4.68
O=C(O)c1cc(N/N=C/c2ccc(OCc3ccccc3)cc2)ccc1Cl,19.96,4.7
COc1cc(/C=N/Nc2ccc(Cl)c(C(=O)O)c2)ccc1OC(=O)c1cccs1,55.48,4.26
O=C(O)c1cccc(Cn2c(Cl)c(/C=N/NC(=O)c3ccccc3Cl)sc2=O)c1,34.15,4.47
O=C1c2ccccc2C(=O)N1/N=C/c1ccc(O)c(O)c1,30.41,4.52
Cc1[nH]c(C(=O)N/N=C/c2ccc(C(=O)O)cc2)c(C)c1C(=O)N/N=C/c1ccc(C(=O)O)cc1,45.7,4.34
O=C(CSc1nnc(O)nc1O)N/N=C/c1ccccc1,21.06,4.68
O=C(O)c1ccc(/C=N/Nc2ccc(F)cc2F)cc1,99.43,4.0
O=C(N/N=C/c1ccccc1C(=O)O)c1ccc(COc2cccc3cccnc23)cc1,18.37,4.74
O=C(O)c1cc(/C=N\O)ccc1OCc1ccccc1,16.39,4.79
CC1=NNC(=O)C1CC(=O)N/N=C/C(C)=C/c1ccccc1,52.81,4.28
C/C(CC1CC(C)(C)OC1=O)=N/Nc1nc(-c2ccccc2)cs1,52.77,4.28
CC1=NNC(=O)C1CCC(=O)N/N=C(/C)c1ccc([N+](=O)[O-])cc1,80.58,4.09
COc1cccc(N/N=C(\C#N)S(=O)(=O)C(C)(C)C)c1,26.72,4.57
O=C(O)CC/C(=N/NC(=O)c1cccs1)c1ccccc1,35.99,4.44
C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)COc1cccc(C)c1,90.22,4.04
C/C(=N/NC(=O)Cc1c(C)n[nH]c1O)c1ccc(O)cc1,4.09,5.39
CC1=NNC(=O)C1CCC(=O)N/N=C(\C)c1ccccc1,36.57,4.44
O/N=C/c1c[nH]c2ccccc12,13.15,4.88
COc1ccc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)cc1OCc1ccc(Cl)cc1,20.32,4.69
C/C(=N\NC(=O)Cc1c(C)n[nH]c1O)c1ccc2ccccc2c1,13.97,4.86
CC1=NNC(=O)C1CC(=O)N/N=C(\C)c1ccco1,12.25,4.91
CC1=NNC(=O)C1CCC(=O)N/N=C/c1ccc(Cl)cc1,52.57,4.28
COc1nccnc1NS(=O)(=O)c1ccc(/N=C/c2c(C)nn(-c3ccc(C)c(C)c3)c2O)cc1,19.3,4.71
CC1=NNC(=O)C1CCC(=O)N/N=C/c1ccco1,69.17,4.16
CCCc1nc2ccccc2c(=O)n1/N=C/c1ccc(O)c(O)c1,24.23,4.62
CC1=NNC(=O)C1CCC(=O)N/N=C\c1cccc(Cl)c1,20.92,4.68
COc1ccc(/C=N/NC(=O)CSc2nnc(O)nc2O)cc1,7.36,5.13
O=C(CSc1nnc(-c2ccccc2)[nH]1)c1ccc(O)c(O)c1,8.31,5.08
Oc1cc(CSc2ccccc2)nc(S)n1,12.54,4.9
COc1ccc(Nc2[nH]cnc3ncnc2-3)cc1OC,48.5,4.31
O=C(CC1Sc2ccccc2NC1=O)Nc1cccc(C(=O)O)c1,2.94,5.53
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,81.89,4.09
COc1ccc(/C=N/N=C2\SC(CC(=O)O)C(=O)N2c2ccccc2)c(OC)c1,95.25,4.02
O=C(O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O,6.47,5.19
COc1cccc(Nc2ncnc3[nH]cnc23)c1,95.09,4.02
Cc1nc(-c2ccc(O)c(O)c2)cs1,25.05,4.6
CCc1ccc(-c2cc(C(=O)Nc3ccc(S(=O)(=O)NC(C)=O)cc3)c3ccccc3n2)cc1,7.8,5.11
COc1ccc2c(c1OC)C(=O)OC2CC(=O)c1ccc(O)c(O)c1,35.19,4.45
C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,0.01,8.0
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,0.0058,8.24
O=C(NCCCNCCCNCCCNC(=O)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.653,6.18
O=C(NCCCNCCCCNCCCNC(=O)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.657,6.18
S=C(NCCCNCCCCCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.253,6.6
S=C(NCCCNCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,0.433,6.36
S=C(NCCCNCCCCNCCCNC(=S)NCc1ccccc1)NCc1ccccc1,0.355,6.45
O=C(NCCCNCCCCCCCNCCCNC(=O)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.144,6.84
S=C(NCCCNCCCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,0.405,6.39
S=C(NCCCNCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,1.316,5.88
S=C(NCCCNCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,1.081,5.97
S=C(NCCCNCCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.528,6.28
S=C(NCCCNCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,0.329,6.48
S=C(NCCCNCCCCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,0.641,6.19
O=C(NCCCNCCCCNCCCNC(=O)NCc1ccccc1)NCc1ccccc1,3.475,5.46
Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,0.0053,8.28
Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,0.35,6.46
CCNCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0.006900000000000001,8.16
CCNCCCC(C)Nc1ccnc2cc(Cl)ccc12,0.019,7.72
COc1cccc(/C=C/c2ccc(C(=O)Nc3cc(C(=O)Nc4nc(C(=O)NCCCN(C)C)c(CCC(C)C)s4)n(C)c3)cc2)c1,0.544,6.26
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@H](C=O)CCc1ccccc1,0.009300000000000001,8.03
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0.19440000000000002,6.71
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O,0.045,7.35
CCCCOc1ccc(C(=O)/C=C/c2ccc(OC)cc2OC)cc1,8.9,5.05
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,25.0,4.6
O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,0.0023,8.64
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,26.9,4.57
NCc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O,0.021,7.68
CC(CCCN)Nc1ccnc2cc(Cl)ccc12,0.055,7.26
O=C(O)c1ccc(/C=C/C(=O)c2ccccc2)cc1,0.02955,7.53
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0.6327,6.2
COc1ccc(-c2cn(C3CCCC3)c3ncnc(N)c23)cc1,63.0,4.2
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1,0.039,7.41
O=C([C@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O)N1CCOCC1,49.43,4.31
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1,0.0036,8.44
O=C(O)c1ccc(Oc2ccc3c(c2)B(O)OC3)cc1,1.09,5.96
O=C(O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.3,6.52
C=CC[C@](C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCCCC,31.0,4.51
CC(C)C[C@H](NC(=O)c1ccc(CO[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)cc1)C(=O)N[C@H](/C=C/S(C)(=O)=O)CCc1ccccc1,0.00248,8.61
c1ccc2c(NCCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,0.63,6.2
O=C(CCC(c1ccc(F)c(F)c1)P(=O)(O)O)NO,0.075,7.12
CN(O)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(O)O,0.12,6.92
O=C(NCCCNCCCCCCCNCCCNC(=O)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,0.1,7.0
S=C(NCCCNCCCCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.31,6.51
CCNC(=S)NCCCNCCCCCCNCCCNC(=S)NCC,1.353,5.87
S=C(NCCCNCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,1.434,5.84
O=C(NCCCNCCCCNCCCNC(=O)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,0.691,6.16
O=C(NCCCNCCCCCCCNCCCNC(=O)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,0.131,6.88
O=C(NCCCNCCCCCCNCCCNC(=O)NCc1ccccc1)NCc1ccccc1,0.339,6.47
S=C(NCCCNCCCCCCNCCCNC(=S)NCc1ccccc1)NCc1ccccc1,0.106,6.97
O=C(NCCCNCCCCNCCCNC(=O)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,0.408,6.39
O=C(NCCCNCCCCCCNCCCNC(=O)Nc1ccccc1)Nc1ccccc1,0.088,7.06
S=C(NCCCNCCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,0.436,6.36
S=C(NCCCNCCCCCCNCCCNC(=S)Nc1ccccc1)Nc1ccccc1,0.846,6.07
CCCNC(=S)NCCCNCCCCCCNCCCNC(=S)NCCC,0.425,6.37
S=C(NCCCNCCCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,0.211,6.68
CCCNC(=O)NCCCNCCCCCCNCCCNC(=O)NCCC,14.084,4.85
CN(C)c1cc[n+](Cc2ccc(Cn3cnc4c(N)ncnc43)cc2)cc1.[Br-],14.307,4.84
Nc1ncnc2c1ncn2Cc1ccc(C[n+]2ccc(N3CCCC3)cc2)cc1.[Br-],6.432,5.19
CN(C)c1cc[n+](Cc2ccc(-c3ccc(Cn4cnc5c(N)ncnc54)cc3)cc2)cc1.[Br-],4.84,5.32
Nc1ncnc2c1ncn2Cc1ccc(-c2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-],0.191,6.72
CN(C)c1cc[n+](Cc2ccc(CCc3ccc(Cn4cnc5c(N)ncnc54)cc3)cc2)cc1.[Br-],0.191,6.72
Nc1ncnc2c1ncn2Cc1ccc(CCc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-],0.093,7.03
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc5c(N)ncnc54)cc3)cc2)cc1.[Br-],0.162,6.79
Nc1ncnc2c1ncn2Cc1ccc(CCCCc2ccc(C[n+]3ccc(N4CCCC4)cc3)cc2)cc1.[Br-],0.46,6.34
CN(C)c1cc[n+](Cc2ccc(-c3ccc(Cn4cnc(N)c5ncnc4-5)cc3)cc2)cc1.[Br-],0.949,6.02
Nc1ncn(Cc2ccc(CCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)c2ncnc1-2.[Br-],0.21,6.68
CN(C)c1cc[n+](Cc2ccc(CCCCc3ccc(Cn4cnc(N)c5ncnc4-5)cc3)cc2)cc1.[Br-],0.93,6.03
Nc1ncn(Cc2ccc(CCCCc3ccc(C[n+]4ccc(N5CCCC5)cc4)cc3)cc2)c2ncnc1-2.[Br-],0.084,7.08
Cc1cc(Nc2ccc(C(F)(F)F)cc2)n2nc(C(F)(F)F)nc2n1,0.0063,8.2
Cn1cc2c3cc(Br)ccc3nc-2c2cc(Cl)ccc21,0.18180000000000002,6.74
Cc1c2c(c(C)c3c1[nH]c1ccccc13)CN(C)CC2,13.0,4.89
CN1C(=N)NC(c2ccccc2)(c2cccc(-c3cccnc3)c2)C1=O,6.88,5.16
Cc1c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)[nH]c2ccccc2c1=O,0.054,7.27
Cc1c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)[nH]c2ccc(O)cc2c1=O,0.326,6.49
Cc1c(-c2ccc(-c3ccc(OC(F)(F)F)cc3)nc2)[nH]c2cc(O)ccc2c1=O,0.202,6.7
O=CN(O)CCCP(=O)(O)O,0.88,6.06
O=C1c2c(O)cc(O)cc2O[C@H](c2cc(O)c(O)c(O)c2)[C@@H]1O,75.54,4.12
CC(=O)N(O)CCCP(=O)(O)O,0.16,6.8
C[C@H]1[C@H](OC(=O)CCC(=O)NCC(O)CNC(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.00032,9.49
C[C@H]1[C@H](OC(=O)CCC(=O)NCCCCCCCCNC(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0003,9.52
c1ccc2c(NCCCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,0.17,6.77
c1ccc2c(NCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,0.4,6.4
Cc1ccc(C(CCC(=O)N(C)O)P(=O)(O)O)cc1,0.21,6.68
CN(O)C(=O)COC(c1ccc(F)c(F)c1)P(=O)(O)O,0.54,6.27
O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,16.9,4.77
CCN(CC)CCCC(C)Nc1ccncc1,12.0,4.92
O=C(/C=C/c1ccccc1)N[C@@H](CCCCCC(=O)NO)C(=O)Nc1cccc2cccnc12,0.013,7.89
CN(C)c1ccc(C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)Nc2cccc3cccnc23)cc1,0.013,7.89
O=C(CCCCC[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)Nc1cccc2cccnc12)NO,0.013,7.89
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)c(F)c(-c2ccc(Cl)cc2)c1,0.061,7.21
O=C(CCCCCONC(=O)c1ccc(F)cc1)NO,0.58,6.24
O=C(CCCCCONC(=O)c1ccc(C(F)(F)F)cc1)NO,0.26,6.58
CC(C)c1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.12,6.92
Cc1cccc(C(=O)NOCCCCCC(=O)NO)c1,0.19,6.72
Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1,0.22,6.66
Cc1ccccc1C(=O)NOCCCCCC(=O)NO,1.12,5.95
Cc1ccc(C(=O)NOCCCCCC(=O)NO)cc1C,0.12,6.92
Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1,0.1,7.0
CSc1ccc(/C=C/c2ccc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCN6CCOCC6)n(C)c5)n(C)c4)ccc3n2)cc1,1.766,5.75
CC(=N)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)NCCCN(C)C)n(C)c3)n(C)c2)n(C)c1,6.422,5.19
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O,0.15,6.82
CC(C)CCc1sc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4ccc5ccccc5n4)cc3)cn2C)nc1C(=O)NCCN1CCOCC1,0.103,6.99
COc1ccc(/C=C/c2ccc3cc(C(=O)Nc4cc(C(=O)Nc5cc(C(=O)NCCN6CCOCC6)n(C)c5)n(C)c4)ccc3n2)cc1,1.947,5.71
CC(C)CCc1sc(NC(=O)c2cc(NC(=O)c3ccc(/C=C/c4cnc5ccccc5c4)cc3)cn2C)nc1C(=O)NCCCN(C)C,0.437,6.36
CN1CCN(C2CCN(C(=O)CC3CCC4(CC3)OOC3(OO4)C4CC5CC(C4)CC3C5)CC2)CC1,0.004900000000000001,8.31
C[C@H]1[C@@H](CC(CO)C[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0011,8.96
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,18.9,4.72
Cc1c(O)c(=O)ccn1CCCCCCNc1ccnc2cc(Cl)ccc12,0.004,8.4
CC(C)(C)n1nnnc1C(NCCNc1ccnc2cc(Cl)ccc12)c1ccc(Cl)cc1,0.002,8.7
COc1cc2c(cc1OC)[C@]1(O)C(=O)c3ccc4c(c3O[C@@H]1CO2)C=CC(C)(C)O4,13.27,4.88
CCN(CC)CCC[C@H](C)Nc1ccnc2cc(Cl)ccc12,0.01094,7.96
O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,5.54,5.26
C[C@H]1[C@@H](O)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0035,8.46
CCN(CC)CCC[C@@H](C)Nc1ccnc2cc(Cl)ccc12,0.00954,8.02
CC(=O)N(O)CCCP(=O)(OCOC(=O)C(C)(C)C)OCOC(=O)C(C)(C)C,0.041,7.39
C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,0.00775,8.11
CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]32)C1,59.5,4.22
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,40.9,4.39
CCCC(=O)NCCc1c[nH]c2ccc(OC)cc12,19.17,4.72
Cc1nccc2c(C)c3[nH]c4ccccc4c3cc12,1.2,5.92
C[C@H]1[C@@H](O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0001,10.0
Cc1ccc(NC(=O)c2c(N3CCCCC3)cc(-c3ccccc3)oc2=O)cc1,0.859,6.07
O=C(Nc1ccc(Br)cc1)c1c(N2CCCCC2)cc(-c2ccccc2)oc1=O,0.337,6.47
O=C(Nc1ccc(O)cc1)c1c(N2CCCCC2)cc(-c2ccccc2)oc1=O,0.765,6.12
COc1ccc(-c2cc(N3CCN(C)CC3)c(C(=O)Nc3ccc(O)cc3)c(=O)o2)cc1,1.568,5.8
Cc1ccc(NC(=O)c2c(O)cc(-c3ccccc3)oc2=O)cc1,1.42,5.85
O=C(Nc1ccc(Br)cc1)c1c(O)cc(-c2ccccc2)oc1=O,0.75,6.12
O=C(Nc1ccc(F)cc1)c1c(O)cc(-c2ccccc2)oc1=O,0.9,6.05
O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)NCCNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,0.0169,7.77
O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)Nc1cccc(NC(=O)CC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)c1,0.0572,7.24
O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)Nc1ccc(NC(=O)CC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)cc1,0.0584,7.23
O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)NCc1cccc(CNC(=O)CC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)c1,0.004,8.4
O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)NCCCN1CCN(CCCNC(=O)CC2CCC3(CC2)OOC2(OO3)C3CC4CC(C3)CC2C4)CC1,0.0035,8.46
O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)NCCCNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,0.0047,8.33
O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)NCCCCNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,0.0112,7.95
O=C(CC1CCC2(CC1)OOC1(CCCCC1)OO2)NCc1cccc(CNC(=O)CC2CCC3(CC2)OOC2(CCCCC2)OO3)c1,0.0386,7.41
O=C(CC1CCC2(CC1)OOC1(CCCCC1)OO2)NCCCN1CCN(CCCNC(=O)CC2CCC3(CC2)OOC2(CCCCC2)OO3)CC1,0.0471,7.33
O=C(CC1CCC2(CC1)OOC1(CCCCC1)OO2)NCCCNC(=O)CC1CCC2(CC1)OOC1(CCCCC1)OO2,0.0213,7.67
O=C(CC1CCC2(CC1)OOC1(CCCCC1)OO2)NCCCCNC(=O)CC1CCC2(CC1)OOC1(CCCCC1)OO2,0.0289,7.54
CC1(CCC(=O)NCCNC(=O)CCC2(C)OOC3(CCCCC3)OO2)OOC2(CCCCC2)OO1,0.9377000000000001,6.03
CC1(CCC(=O)NCCCNC(=O)CCC2(C)OOC3(CCCCC3)OO2)OOC2(CCCCC2)OO1,0.0765,7.12
CC1(CCC(=O)NCCCCNC(=O)CCC2(C)OOC3(CCCCC3)OO2)OOC2(CCCCC2)OO1,0.9082,6.04
CC1(CCC(=O)Nc2cccc(NC(=O)CCC3(C)OOC4(CCCCC4)OO3)c2)OOC2(CCCCC2)OO1,0.30519999999999997,6.51
CC1(CCC(=O)Nc2ccc(NC(=O)CCC3(C)OOC4(CCCCC4)OO3)cc2)OOC2(CCCCC2)OO1,0.0409,7.39
CC1(CCC(=O)NCc2cccc(CNC(=O)CCC3(C)OOC4(CCCCC4)OO3)c2)OOC2(CCCCC2)OO1,0.4155,6.38
CC1(CCC(=O)NCCCN2CCN(CCCNC(=O)CCC3(C)OOC4(CCCCC4)OO3)CC2)OOC2(CCCCC2)OO1,0.0475,7.32
CC1(CCC(=O)Nc2cccc(N)c2)OOC2(CCCCC2)OO1,0.1019,6.99
CC(C)(C)n1nnnc1C(NCCNc1ccnc2cc(Cl)ccc12)c1ccccc1,0.005,8.3
