smiles,uM_value,pchembl_value
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccc(OC)cc12,0.2751,6.56
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccc(OC)cc12,0.2409,6.62
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)C[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccc(OC)cc12,1.82,5.74
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](OC(C)=O)[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccc(OC)cc12,0.1546,6.81
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccc(OC)cc12,0.0732,7.13
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4C[C@H](OC(C)=O)[C@]23C)nc2ccc(OC)cc12,0.195,6.71
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](OC(C)=O)C[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4C[C@H](OC(C)=O)[C@]23C)nc2ccc(OC)cc12,0.0838,7.08
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccc(OC)cc12,0.1235,6.91
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccc(OC)cc12,0.1702,6.77
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccc(OC)cc12,0.2812,6.55
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)C[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccc(OC)cc12,0.7001000000000001,6.16
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](OC(C)=O)[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,0.1864,6.73
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,0.040799999999999996,7.39
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4C[C@H](OC(C)=O)[C@]23C)nc2ccccc12,0.1709,6.77
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](OC(C)=O)C[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4C[C@H](OC(C)=O)[C@]23C)nc2ccccc12,0.0528,7.28
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,0.0716,7.14
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,0.18280000000000002,6.74
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccccc12,0.13369999999999999,6.87
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)C[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccccc12,0.5921000000000001,6.23
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](OC(C)=O)[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,0.1154,6.94
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,0.0361,7.44
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4C[C@H](OC(C)=O)[C@]23C)nc2ccccc12,0.0772,7.11
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](OC(C)=O)C[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4C[C@H](OC(C)=O)[C@]23C)nc2ccccc12,0.040600000000000004,7.39
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,0.09209999999999999,7.04
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccccc12,0.3922,6.41
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccccc12,0.32030000000000003,6.49
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](O)C[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4C[C@H](O)[C@]23C)nc2ccccc12,1.8,5.75
Cc1c(Oc2c(F)cccc2F)c(OC(C)C)nn1-c1ccc(C2CC2)nn1,0.33,6.48
Cc1ccc(-n2nc(OC(C)C)c(Oc3c(F)cccc3F)c2C)nn1,0.47,6.33
N=C(N)NCCCNCCCCNCCCNC(=N)N,80.0,4.1
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.013300000000000001,7.88
C[C@H]1[C@H](OCCNCCNc2ccnc3cc(Cl)ccc23)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0205,7.69
COc1ccc2nccc([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4CC(=O)O[C@@H]3O[C@@H]4O[C@@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)c2c1,0.00895,8.05
CC(C)C[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](CCc1ccccc1)[C@@H]1OOC2(O1)C1CC3CC(C1)CC2C3,0.0353,7.45
CC(C)C[C@H](NC(=O)C1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,0.028399999999999998,7.55
CC(C)C[C@H](NC(=O)C1CCC(=O)CC1)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,0.2876,6.54
C[C@H]1[C@@H](CCCO)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0116,7.94
C[C@H]1[C@H](OC(=O)CCC(=O)O[C@@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0026,8.59
C[C@H]1[C@@H](CCCOC(=O)C[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0026,8.59
C[C@H]1[C@H](OC(=O)CCC(=O)OCC(C[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)C[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0128,7.89
C[C@H]1[C@@H](OCC(C[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)C[C@H]2O[C@@H]3O[C@@]4(C)CC[C@H]5[C@H](C)CC[C@@H]([C@H]2C)[C@@]35OO4)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.0128,7.89
CC(C)N(C)C(=O)n1cnc(S[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.071,7.15
CN(C)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.047,7.33
CN(C)C(=O)n1cnc(S[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.141,6.85
CCN(C)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.093,7.03
CC(C)N(C(=O)n1cnc(S[C@@H]2C[C@H]3CC[C@@H]2C3)n1)C(C)C,1.42,5.85
O=C(N1CCCC1)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.084,7.08
O=C(N1CCCC1)n1cnc(S[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.178,6.75
O=C(N1CCCCC1)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.626,6.2
CN(Cc1ccccc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.379,6.42
CN(C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1)c1ccccc1,2.713,5.57
CCN(CC)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.585,6.23
CCN(CC)C(=O)n1cnc(S[C@@H]2C[C@H]3CC[C@@H]2C3)n1,2.24,5.65
CCCN(C)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.145,6.84
CC(C)N(C)C(=O)n1cnc(S(=O)(=O)C2CCCCC2)n1,0.028,7.55
CC(C)N(C)C(=O)n1cnc(S(=O)(=O)C2C3CC4CC(C3)CC2C4)n1,0.008,8.1
CN(C)C(=O)n1cnc(S(=O)(=O)c2ccc(Cl)cc2)n1,0.571,6.24
CC(C)N(C)C(=O)n1cnc(S(=O)(=O)c2ccc(Cl)cc2)n1,0.019,7.72
CCN(C)C(=O)n1cnc(Sc2c(C)cc(C)cc2C)n1,1.895,5.72
CCN(C)C(=O)n1cnc(S(=O)(=O)c2c(C)cc(C)cc2C)n1,0.164,6.79
O=C(N1CCCC1)n1cnc(S(=O)(=O)Cc2ccccc2)n1,0.418,6.38
O=C(N1CCCC1)n1cnc(SCc2ccccc2)n1,1.438,5.84
CN(Cc1ccc(Cl)cc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.602,6.22
CN(Cc1ccccc1Cl)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.725,6.14
CN(Cc1cccc(Cl)c1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.307,6.51
CN(Cc1ccc(C(F)(F)F)cc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.554,6.26
CN(Cc1cccc(C(F)(F)F)c1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,1.862,5.73
CN(Cc1ccccc1C(F)(F)F)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,1.263,5.9
COc1cccc(CN(C)C(=O)n2cnc(S(=O)(=O)[C@@H]3C[C@H]4CC[C@@H]3C4)n2)c1,0.036,7.44
COc1ccc(CN(C)C(=O)n2cnc(S(=O)(=O)[C@@H]3C[C@H]4CC[C@@H]3C4)n2)cc1,0.01,8.0
COc1ccc(CN(C)C(=O)n2cnc(S(=O)(=O)[C@@H]3C[C@H]4CC[C@@H]3C4)n2)c(OC)c1,0.04,7.4
CN(Cc1ccc(F)cc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.197,6.71
CN(Cc1cccc(F)c1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.373,6.43
CN(Cc1ccccc1F)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.18,6.75
CN(Cc1cccnc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.086,7.07
CN(Cc1ccc(S(C)(=O)=O)cc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.29,6.54
CC(=O)c1ccc(CN(C)C(=O)n2cnc(S(=O)(=O)[C@@H]3C[C@H]4CC[C@@H]3C4)n2)cc1,0.05,7.3
CN(Cc1ccc(C(C)(C)C)cc1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,0.016,7.8
CN(Cc1cccc(C#N)c1)C(=O)n1cnc(S(=O)(=O)[C@@H]2C[C@H]3CC[C@@H]2C3)n1,3.43,5.46
COc1ccc(CN(C(=O)n2cnc(S(=O)(=O)[C@@H]3C[C@H]4CC[C@@H]3C4)n2)C2CC2)cc1,1.023,5.99
COc1ccc(CN(C(=O)n2cnc(S(=O)(=O)[C@@H]3C[C@H]4CC[C@@H]3C4)n2)C(C)C)cc1,0.84,6.08
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)C(C)NC(=O)c1cn(CC)c2cc3c(cc2c1=O)OCO3)c1ccnc2ccc(OC)cc12,0.012,7.92
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)C(C)NC(=O)c1cn(CC)c2ncccc2c1=O)c1ccnc2ccc(OC)cc12,0.016,7.8
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CNC(=O)c1cn2c3c(c(N4CCN(C)CC4)c(F)cc3c1=O)CC[C@H]2C)c1ccnc2ccc(OC)cc12,0.012,7.92
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)CNC(=O)c1cn(C2CC2)c2nc(N3CCN(CC)CC3)c(F)cc2c1=O)c1ccnc2ccc(OC)cc12,0.012,7.92
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cccc(OC)c3O)CC2)C1=O,6.0,5.22
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(OC)ccc3O)CC2)C1=O,0.56,6.25
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3ccccc3O)CC2)C1=O,1.1,5.96
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cccc(Cl)c3)CC2)C1=O,14.0,4.85
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3ccc(OC)cc3OC)CC2)C1=O,7.6,5.12
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cccc(OC)c3)CC2)C1=O,16.0,4.8
CCN1C(=O)N(CC)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O,6.7,5.17
CCN1C(=O)N(C2CCCC2)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O,0.43,6.37
CCN1C(=O)N(c2ccccc2)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O,3.6,5.44
CCN1C(=O)N(Cc2ccccc2)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O,0.56,6.25
CCN1C(=O)N(CCc2ccccc2)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O,0.29,6.54
CCN1C(=O)N(Cc2ccc(OC)cc2)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O,0.56,6.25
CCN1C(=O)N(Cc2ccc(C#N)cc2)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O,1.5,5.82
CCN1C(=O)N(Cc2ccc(C(F)(F)F)cc2)C2(CCN(Cc3cc(Cl)ccc3O)CC2)C1=O,0.23,6.64
CC(C)CCN1C(=O)N(C(C)C)C(=O)C12CCN(Cc1cc(Cl)ccc1O)CC2,0.11,6.96
CC(C)CCN1C(=O)N(Cc2cccnc2)C(=O)C12CCN(Cc1cc(Cl)ccc1O)CC2,0.84,6.08
CC(C)CCN1C(=O)N(CCCc2ccncc2)C(=O)C12CCN(Cc1cc(Cl)ccc1O)CC2,0.61,6.21
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(O)cc(Cl)c3)CC2)C1=O,0.76,6.12
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3ccc(O)c(Cl)c3)CC2)C1=O,2.6,5.58
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(F)ccc3O)CC2)C1=O,1.4,5.85
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(Br)ccc3O)CC2)C1=O,0.21,6.68
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(C)ccc3O)CC2)C1=O,0.88,6.06
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(-c4ccccc4)ccc3O)CC2)C1=O,0.29,6.54
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3c(O)cccc3Cl)CC2)C1=O,0.41,6.39
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3ccc(Cl)cc3O)CC2)C1=O,2.1,5.68
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cccc(Cl)c3O)CC2)C1=O,1.1,5.96
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(Cl)cc(Cl)c3O)CC2)C1=O,0.46,6.34
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cc(Cl)c(Cl)cc3O)CC2)C1=O,0.09,7.05
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3c(O)ccc(Cl)c3Cl)CC2)C1=O,0.28,6.55
CCN1C(=O)N(CCC(C)C)C2(CCN(Cc3cccc4cc[nH]c34)CC2)C1=O,3.4,5.47
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2ccccc2O1,1.11,5.96
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc(Cl)ccc2O1,1.37,5.86
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc(Br)ccc2O1,1.88,5.73
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc([N+](=O)[O-])ccc2O1,0.62,6.21
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc(OC)ccc2O1,2.48,5.61
CCOc1cccc2c1OC(NC)=C([N+](=O)[O-])C2c1ccc(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,2.93,5.53
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cccc(OC)c2O1,2.47,5.61
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc(Cl)cc(Cl)c2O1,3.92,5.41
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2c(C=O)c(C)cc(Cl)c2O1,2.34,5.63
O=[N+]([O-])C1=C(NCCc2ccccc2)Oc2ccccc2C1c1ccc(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)cc1,3.31,5.48
CCCCNC1=C([N+](=O)[O-])C(c2ccc(N3CCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2ccccc2O1,3.09,5.51
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc(Cl)ccc2O1,0.29,6.54
CNC1=C([N+](=O)[O-])C(c2ccc(N3CCCN(c4ccnc5cc(Cl)ccc45)CC3)cc2)c2cc(Br)ccc2O1,2.24,5.65
Clc1ccc2c(N3CCN(c4ccccc4)CC3)ccnc2c1,2.69,5.57
Clc1ccc2c(N3CCCN(c4ccccc4)CC3)ccnc2c1,3.98,5.4
[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CN(CCC(C)C)C(=O)c4ccncc4)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32,0.0115,7.94
[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)C(c4ccccc4)N(CCC(C)C)C(=O)c4ccncc4)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32,0.013,7.89
[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CN(CCNc4ccnc5cc(Cl)ccc45)C(C)=O)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32,0.0111,7.96
[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CN(CCNc4ccnc5cc(Cl)ccc45)C(=O)c4ccncc4)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32,0.0036,8.44
[C-]#[N+][C@@]12CCC(=C)[C@H]3[C@H](CC(C)(C)NC(=O)CNC(=O)c4ccncc4)C[C@H](C)[C@@H](CC[C@@H]1C)[C@@H]32,0.0063,8.2
COc1ccc2c(=O)c(C)c(-c3ccc(-c4ccc(Cl)c(Cl)c4)nc3)[nH]c2c1,0.2,6.7
COc1ccc2c(=O)c(C)c(-c3cncc(-c4ccc(Cl)c(Cl)c4)c3)[nH]c2c1,0.018,7.75
Cc1c(-c2cncc(-c3ccc(OC(F)(F)F)cc3)c2)[nH]c2ccccc2c1=O,0.041,7.39
Cc1c(-c2cccc(-c3ccc(OC(F)(F)F)cc3)n2)[nH]c2ccccc2c1=O,0.39,6.41
COc1ccc2c(=O)c(C)c(-c3ccc(-c4ccc(OC(F)(F)F)cc4)nc3)[nH]c2c1,0.014,7.85
COc1ccc2c(=O)c(C)c(-c3ccnc(-c4ccc(OC(F)(F)F)cc4)c3)[nH]c2c1,0.012,7.92
COc1ccc2c(=O)c(C)c(-c3cc(-c4ccc(OC(F)(F)F)cc4)ccn3)[nH]c2c1,0.15,6.82
COc1ccc2c(=O)c(C)c(-c3cccc(-c4ccc(OC(F)(F)F)cc4)n3)[nH]c2c1,0.149,6.83
O=c1c2c([nH]c3ccccc13)CN(Cc1ccc(OC(F)(F)F)cc1)C2,0.2,6.7
O=c1c2c([nH]c3ccccc13)CN(Cc1ccc(Cl)c(Cl)c1)C2,0.07,7.16
Cc1c(-c2cncc(-c3ccc(Cl)c(Cl)c3)c2)[nH]c2ccccc2c1=O,0.04,7.4
COc1ccc2c(=O)c(C)c(-c3cncc(-c4ccc(OC(F)(F)F)cc4)c3)[nH]c2c1,0.012,7.92
Cc1c(-c2ccnc(-c3ccc(OC(F)(F)F)cc3)c2)[nH]c2ccccc2c1=O,0.021,7.68
C=C1CC[C@@]2(N=C=S)[C@H]3[C@H](CC[C@@H]2C)[C@@H](C)C[C@@H](CC(C)(C)N=C=S)[C@H]13,11.7669,4.93
C=C1CC[C@@]2(N=C=[Se])[C@H]3[C@H](CC[C@@H]2C)[C@@H](C)C[C@@H](CC(C)(C)N=C=[Se])[C@H]13,0.0025,8.6
C=C(C)C[C@@H]1C[C@H](C)[C@H]2CC[C@H](C)[C@@]3(N=C=S)CCC(=C)[C@@H]1[C@H]23,0.1885,6.72
Oc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,1.4,5.85
CC(C)c1ccc(-c2c(C(O)(CNc3ccc(Br)cc3)c3ccc(Cl)cc3)nnn2Cc2ccccc2)cc1,0.3,6.52
OC(CNc1ccc(Br)cc1)(c1ccc(Cl)cc1)c1nnn(Cc2ccccc2)c1-c1ccc(F)cc1,1.1,5.96
Cc1ccc(C(O)(CNc2ccc(C)c(C)c2)c2nnn(Cc3ccccc3)c2-c2ccc(Cl)cc2)cc1,1.78,5.75
OC(CNc1ccc2c(c1)OCO2)(c1ccc(Cl)cc1)c1nnn(Cc2ccccc2)c1-c1ccc(Cl)cc1,2.73,5.56
OC(CNc1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1nnn(Cc2ccccc2)c1-c1ccc(F)cc1,2.85,5.54
Cc1ccc(NCC(O)(c2ccc(Cl)cc2)c2nnn(Cc3ccccc3)c2-c2ccccc2)cc1C,2.58,5.59
Cc1ccc(NCC(O)(c2ccc(Br)cc2)c2nnn(Cc3ccccc3)c2-c2ccccc2)cc1C,2.72,5.57
Cc1ccc(NCC(O)(c2ccc(Cl)cc2)c2nnn(Cc3ccccc3)c2-c2ccc(F)cc2)cc1C,2.67,5.57
