mw,fsp3,n_lipinski_hba,n_lipinski_hbd,n_rings,n_hetero_atoms,n_heavy_atoms,n_rotatable_bonds,tpsa,qed,clogp,sas,n_aliphatic_carbocycles,n_aliphatic_heterocyles,n_aliphatic_rings,n_aromatic_carbocycles,n_aromatic_heterocyles,n_aromatic_rings,n_saturated_carbocycles,n_saturated_heterocyles,n_saturated_rings,SHAP_mw,SHAP_fsp3,SHAP_n_lipinski_hba,SHAP_n_lipinski_hbd,SHAP_n_rings,SHAP_n_hetero_atoms,SHAP_n_heavy_atoms,SHAP_n_rotatable_bonds,SHAP_tpsa,SHAP_qed,SHAP_clogp,SHAP_sas,SHAP_n_aliphatic_carbocycles,SHAP_n_aliphatic_heterocyles,SHAP_n_aliphatic_rings,SHAP_n_aromatic_carbocycles,SHAP_n_aromatic_heterocyles,SHAP_n_aromatic_rings,SHAP_n_saturated_carbocycles,SHAP_n_saturated_heterocyles,SHAP_n_saturated_rings
447,0,9,4,3,11,30,5,148,0,3,2,1,0,1,0,2,2,0,0,0,-0.03170418,-0.0077062403,0.035633337,0.10684871,0.0021432415,-0.061018057,-0.028077383,-0.17444855,-0.5088469,0.0,-0.13191624,-0.07052676,-0.037497472,0.024887284,-0.048566215,-0.041929208,0.014720513,-0.05814991,-0.026463768,0.004736948,-0.045177653
443,0,7,2,4,8,31,6,101,0,4,4,0,2,2,1,1,2,0,2,2,-0.019391822,-0.00811687,0.09973816,-0.00014397762,-0.032719836,0.032826945,0.007981458,-0.06378529,-0.5670258,0.0,0.08531331,0.09003424,-0.00092939043,-0.17215902,-0.02721782,0.017179089,-0.01310792,-0.023566553,-0.035584155,-0.052116413,0.034668952
333,0,10,8,1,10,23,6,187,0,-1,3,0,0,0,1,0,1,0,0,0,-0.036699325,-0.0073598996,0.041417718,-0.06407129,0.15278482,0.024947127,-0.050118607,-0.07513217,-0.09962266,0.0,-0.18446164,0.025587894,-0.008098997,0.05077508,0.020251157,0.029846165,-0.01850755,0.036924087,-0.00795898,0.0106795225,-0.035865296
292,0,6,3,2,7,20,4,103,0,1,2,0,0,0,1,1,2,0,0,0,-0.11988476,-0.007874038,-0.06054136,0.17798431,-0.019347193,0.026393473,-0.11867471,0.014754898,-0.064872496,0.0,-0.0019149444,-0.0146004725,-0.0042765685,0.045671955,0.029085105,0.029281938,0.0051351683,-0.025664331,-0.010535039,0.0070641567,-0.03234686
401,0,4,1,4,5,29,4,65,0,4,3,0,0,0,3,1,4,0,0,0,-0.25976792,-0.007929963,-0.14102693,-0.20304,0.024248399,-0.083011255,0.05405709,-0.08678424,-0.13512208,0.0,0.15107425,-0.045671474,0.0011295845,0.021490293,0.016889896,-0.1955785,-0.036046095,0.02966414,-0.02559637,-0.0029103002,-0.06743982
282,0,5,0,5,5,20,0,53,0,2,5,1,4,5,0,0,0,1,4,5,-0.5574263,-0.018158238,-0.119991824,-0.09229508,-0.034472656,-0.058439754,-0.025366273,-0.058933023,0.05309786,0.0,-0.068591006,0.21549621,0.017607577,-0.27283755,0.16039953,-0.016937159,-0.0028837295,0.018830398,0.04922836,0.6276062,0.81318885
500,0,6,6,2,8,34,17,72,0,4,2,0,0,0,2,0,2,0,0,0,-0.14999714,-0.006666418,-0.11226179,0.166434,-0.013750551,-0.0034874463,0.12062109,0.24205102,0.1687948,0.0,0.07996265,-0.024256885,0.004270323,0.06258926,0.009856102,0.023874776,-0.04494345,-0.026503326,-0.013606582,-0.0034625444,-0.05082253
534,0,8,1,4,8,38,7,116,0,5,4,4,0,4,0,0,0,4,0,4,0.11201834,-0.0076614404,0.01210004,-0.04881295,-0.040472858,-0.021064475,0.08222426,-0.1956553,-0.37439448,0.0,0.0042181257,0.056159493,-0.39578754,0.029102162,-0.22514169,-0.021524072,-0.06285752,-0.084308594,0.15208606,0.0068546855,-0.03492527
328,0,7,1,3,8,24,3,90,0,1,2,0,1,1,1,1,2,0,0,0,0.14054935,-0.0062151984,0.4555912,0.2405038,0.083931044,0.27151975,-0.009912143,-0.14594245,0.5066739,0.0,0.3636449,0.009919313,-0.010554796,0.05283606,0.027162265,0.036699783,0.13830984,0.027747095,-0.010133724,0.07228295,-0.014663668
308,0,8,6,1,8,22,4,137,0,0,3,0,0,0,1,0,1,0,0,0,0.021826228,-0.0070150597,0.05192891,0.14059925,0.2283249,0.07415364,-0.07765892,0.08713804,-0.024816254,0.0,0.0019657395,-0.02958811,-0.0053284033,0.07053854,0.03647967,0.039516643,-0.0313939,0.092540376,0.0021336032,0.015921447,-0.02357024
385,0,4,3,3,6,26,5,70,0,4,2,0,0,0,3,0,3,0,0,0,-0.0051899347,-0.0072022425,0.0204369,0.37242234,0.010695607,-0.08794502,-0.017248621,-0.043109976,0.12490933,0.0,0.16705436,-0.02101328,0.015506118,0.032419078,0.03417196,-0.14392757,-0.018783271,0.014587766,-0.009168184,0.009661454,-0.03910558
353,0,4,3,3,6,26,5,70,0,3,3,0,0,0,3,0,3,0,0,0,0.0641617,-0.0073404694,-0.047844533,0.41492203,0.057164825,-0.042033017,0.026687842,-0.037978142,0.09618008,0.0,-0.022981066,-0.0073656016,0.014459649,0.03322885,0.05007189,-0.06808204,0.025627276,0.0318921,-0.0061371853,0.0007724712,-0.04599394
640,0,5,2,5,8,37,8,62,0,7,3,0,0,0,4,1,5,0,0,0,0.09696272,-0.0074387765,-0.09582849,0.026518157,-0.04696686,0.0043800776,0.06256773,0.0054233936,-0.012139386,0.0,0.32215235,-0.0432624,0.0022701316,0.04205265,0.0049334546,-0.16896176,-0.018960286,-0.099467,-0.019615468,-0.0064113894,-0.04712052
525,0,6,1,6,8,36,8,45,0,5,2,0,2,2,2,2,4,0,2,2,0.056481693,-0.007767174,-0.055503704,-0.1000634,-0.056733303,0.029753292,0.14808103,0.03607849,0.36332843,0.0,0.11908099,0.014401338,0.012068284,-0.09576608,-0.013330156,0.07256963,0.04777253,0.064263806,-0.015859887,-0.015001287,0.016128313
322,0,6,3,1,6,23,11,87,0,2,2,0,0,0,1,0,1,0,0,0,-0.040575,-0.006724541,-0.03507394,0.2610163,0.24177952,0.017707165,-0.079083495,0.42373967,0.12633075,0.0,-0.07040387,-0.019201275,-0.0037918838,0.06903048,0.026572835,0.050714936,0.01435422,0.08122667,-0.006632739,0.008139515,-0.036751132
434,0,5,2,5,8,32,2,65,0,5,2,0,0,0,3,2,5,0,0,0,0.26691094,-0.007078041,-0.06727719,0.112253,-0.020108419,0.08155193,0.32922527,0.16938893,0.15906599,0.0,0.2470443,-0.0032275768,0.012736122,0.048352152,0.038051456,-0.15696262,0.07135159,-0.045089807,-0.015302371,0.006898517,-0.042091243
283,0,4,2,2,6,20,3,66,0,2,2,1,0,1,1,0,1,1,0,1,-0.36848518,-0.008904206,-0.09551582,-0.010893411,-0.025775582,-0.07019467,-0.11619596,-0.10467693,-0.18920876,0.0,-0.19768299,-0.035230342,0.01742356,0.024454184,-0.02249447,0.007985645,-0.033142798,0.04089379,0.004518697,-0.002240466,-0.08152894
249,0,3,3,2,4,17,3,50,0,3,2,0,0,0,1,1,2,0,0,0,0.14739163,-0.006990237,0.14646947,0.7332755,0.03704707,0.2081133,0.038177855,0.06079026,0.66593826,0.0,0.0067249113,0.030825306,0.019298347,0.040818773,0.03875311,0.071970105,0.0302298,0.045171045,0.00056161685,0.0017011962,-0.026614409
446,1,6,0,8,6,32,2,43,0,4,4,5,3,8,0,0,0,5,3,8,0.052166928,0.6722836,-0.05794429,-0.13439484,-0.016371427,0.0038917398,0.08143754,0.12761696,0.31283152,0.0,0.1477308,0.061255395,0.10868934,-0.14152059,0.3140361,0.052158866,0.00636988,0.08758993,0.28066504,-0.046894513,0.98656625
288,0,5,0,3,6,20,3,51,0,2,2,0,1,1,1,1,2,0,1,1,-0.11643574,-0.0086756665,0.00085628656,-0.15520868,0.024664322,-0.024232881,-0.011404026,-0.03814144,0.668433,0.0,-0.18782715,0.00036904018,0.004557312,-0.01211201,-0.0031932497,0.0610002,0.040080134,-0.004779965,-0.019010035,-0.037290674,-0.040480576
278,0,3,0,3,3,21,4,26,0,4,2,0,0,0,1,2,3,0,0,0,-0.224539,-0.007867027,-0.014895658,-0.26871073,-0.01951579,-0.32080087,-0.15788412,-0.122927025,0.6356453,0.0,0.13119331,-0.011518834,0.0007261935,0.024920546,-0.0037620913,0.058256187,-0.062480804,-0.07679021,-0.010471102,-0.0013975385,-0.039172284
252,0,6,1,3,6,19,3,67,0,1,2,0,0,0,1,2,3,0,0,0,-0.048654776,-0.008219235,0.014372714,-0.07798031,0.029951965,-0.09158043,-0.055948112,-0.046890922,-0.12873475,0.0,-0.01252601,-0.013324398,-0.0028298125,0.0320562,0.005222366,0.012595551,-0.03287692,0.03541701,-0.013061529,0.002698911,-0.03966717
325,0,7,1,4,8,24,3,86,0,1,3,0,2,2,1,1,2,0,0,0,-0.052200302,-0.00734563,0.29267058,0.09198276,0.0012599622,0.16309112,-0.09920621,-0.118246295,-0.0136557175,0.0,0.15923215,-0.0686036,-0.013238698,-0.34184015,-0.022796182,0.008931378,0.095360994,-0.011169968,-0.021970183,0.031259388,-0.03896462
294,0,5,0,3,6,20,3,51,0,2,4,2,0,2,0,1,1,2,0,2,0.14116606,-0.0074645644,-0.032322798,-0.074730575,0.03995286,0.004638405,0.023281531,0.021419588,0.5355899,0.0,-0.12328195,0.13869639,0.052184846,0.045592967,0.03300689,0.054697346,0.044157922,0.065998055,0.26739547,0.014042503,0.021356208
395,0,4,3,3,5,25,5,70,0,4,2,0,0,0,3,0,3,0,0,0,0.14435494,-0.006946894,0.057862405,0.45856324,0.03800083,0.11582063,0.04614947,0.013546806,0.2383354,0.0,0.17844658,-0.011751354,0.017924696,0.040061012,0.05061616,-0.08429624,-0.001409619,0.042103376,-0.006104261,0.008797672,-0.0447554
268,0,5,3,1,6,19,3,78,0,1,2,0,0,0,1,0,1,0,0,0,-0.098862335,-0.007513953,-0.100856505,0.25722393,0.054362636,-0.01918093,-0.05117535,-0.031730957,0.019284775,0.0,-0.034903906,-0.014986222,-0.0019225288,0.021084867,0.010225459,0.00505084,0.023385808,0.045183048,-0.0060710763,0.004535943,-0.030200655
480,0,7,2,4,8,34,9,97,0,4,2,1,0,1,2,1,3,0,0,0,-0.2918087,-0.0076701376,0.074815385,0.002506924,-0.04196494,0.0041170726,0.037750237,0.082007125,-0.6395374,0.0,-6.626888e-05,-0.09955554,-0.0044332943,0.05781461,-0.038193926,0.004821443,-0.028862922,-0.051248733,-0.03710132,0.0037296975,-0.06462378
598,0,10,3,5,11,44,10,109,0,4,2,0,1,1,2,2,4,0,1,1,0.2503555,-0.0070447456,-0.06002507,0.068263866,-0.04628973,-0.06741254,0.15963846,0.21551129,-0.60664433,0.0,0.07325211,-0.017218439,-0.0035683627,-0.003225394,-0.014356665,-0.011356672,0.016583126,0.03734737,-0.026201054,-0.041704983,-0.028365683
331,0,2,1,4,2,24,9,21,0,5,4,4,0,4,0,0,0,4,0,4,-0.09344686,-0.0078012142,-0.10894521,-0.05222472,0.022924531,-0.27152532,-0.0583292,0.17401634,0.5258852,0.0,0.021478266,-0.029879773,-0.27770802,0.026011465,-0.14670272,-0.02408005,0.0022016899,-0.009161202,0.093858436,-0.0025766937,0.020197459
324,0,9,6,1,9,23,4,146,0,0,2,0,0,0,1,0,1,0,0,0,0.020740362,-0.0070314556,0.13323681,0.19094811,0.206791,-0.016958514,-0.04970749,0.06391032,-0.045881096,0.0,-0.05041252,-0.02520642,-0.007246444,0.064597465,0.029537873,0.036550038,-0.038516987,0.056869183,-0.0010942008,0.01598648,-0.028113255
596,0,10,2,6,10,44,11,136,0,7,3,2,0,2,2,2,4,0,0,0,0.4091531,-0.0063666096,0.076379634,0.07267999,0.010536768,0.13301189,0.19846608,0.20166919,-0.17918967,0.0,0.53335905,0.028040163,0.09203403,0.09229134,0.018048929,0.024316713,0.086977035,0.08003867,-0.015604082,0.026709756,-0.027874535
324,0,7,0,4,8,22,2,85,0,1,4,2,1,3,0,1,1,2,1,3,0.07977594,-0.0063464716,0.3085026,0.04346719,0.012452881,0.1452014,-0.099498846,0.09028105,0.03405151,0.0,0.09096911,0.077388056,0.09226341,0.0021441162,-0.05345717,0.030548856,0.08855005,0.06660958,0.30714053,-0.08352313,0.050255734
402,0,8,2,5,8,30,3,124,0,1,3,1,2,3,2,0,2,0,1,1,-0.20883588,-0.008505083,0.027301274,-0.030620912,-0.059276085,0.022031838,-0.021406619,-0.0658182,-0.4447991,0.0,-0.115545034,-0.030059053,0.0035948579,-0.19823939,-0.15298848,0.0057143243,-0.11995605,-0.04418921,-0.023265325,-0.054320782,-0.06498667
348,0,4,2,4,6,23,2,58,0,3,3,2,0,2,1,1,2,2,0,2,-0.21814491,-0.009453809,-0.26021096,0.023882277,-0.042045973,-0.071003586,-0.25530598,-0.087469146,-0.06504715,0.0,-0.1424467,-0.15846807,-0.10475867,0.016377073,-0.06432832,-0.04101537,0.013035819,-0.05923188,0.04683468,-0.0016440415,-0.059505403
273,0,6,4,1,7,18,5,106,0,1,3,0,0,0,1,0,1,0,0,0,-0.20656648,-0.0074982876,-0.048836745,0.1644571,0.22064243,-0.030995153,-0.06158049,-0.16497935,-0.11241422,0.0,-0.038086824,0.017482664,-0.0036961832,0.044905987,0.03641139,0.017829893,0.007733079,0.065271825,-0.0013985473,0.00073171966,-0.029978069
311,0,5,1,3,5,23,3,60,0,3,2,0,0,0,2,1,3,0,0,0,-0.048025955,-0.008021402,-0.056675553,-0.071449965,0.020553945,-0.07827236,-0.18330126,-0.13704789,0.068375185,0.0,-0.076453045,-0.040755283,0.00922264,0.025235225,0.027461292,0.10327669,0.0072164815,0.015689734,-0.011910353,0.0032804415,-0.045828737
345,0,5,3,2,6,24,6,86,0,3,2,0,0,0,2,0,2,0,0,0,-0.053209975,-0.008000942,-0.13076235,0.19798017,-0.05353647,-0.03704264,-0.16760218,-0.25552037,-0.36215326,0.0,-0.053432915,-0.026650837,-0.00067488133,0.03295047,0.032798853,0.013640889,-0.006488735,-0.044734716,-0.015729856,0.0004934713,-0.045415875
458,0,8,6,3,9,32,7,131,0,1,3,0,1,1,2,0,2,0,1,1,0.04283106,-0.0077026803,0.0067694187,0.08736857,-0.011391133,-0.006056717,0.07715553,-0.065517865,-0.41172338,0.0,-0.006173791,-0.015216796,-0.00430823,-0.034494564,-0.03551739,-0.03440927,-0.09666408,-0.06676433,-0.019310959,-0.046106607,-0.04815747
322,0,6,3,1,6,23,8,87,0,2,2,0,0,0,1,0,1,0,0,0,0.0048543084,-0.0069227247,-0.029652962,0.30499238,0.2633543,0.02673777,-0.058613457,0.3825303,0.087842666,0.0,-0.06250327,-0.01675419,-0.0016529155,0.054484025,0.042803984,0.056770544,0.017725699,0.090957604,-0.0069550117,0.0063553667,-0.034249913
396,0,6,1,4,6,29,6,59,0,3,3,0,2,2,1,1,2,0,2,2,-0.107168294,-0.008733235,-0.04432535,-0.05658902,0.010678444,-0.010993977,0.029891785,-0.050424114,0.23030622,0.0,-0.10415447,-0.023995427,0.0071398336,-0.11497689,-0.044698246,0.03525348,0.00048952614,-0.014444979,-0.027709698,-0.019444043,0.076241426
412,0,5,2,4,8,30,3,75,0,5,2,0,0,0,2,2,4,0,0,0,0.02168833,-0.0069147204,-0.07740809,0.08066922,0.055169724,0.07071896,0.143708,-0.038748324,-0.0005886538,0.0,0.28066394,-0.028030992,0.006875244,0.05842207,0.0447506,0.14583336,0.044172958,0.093349606,-0.018217325,0.01040112,-0.042216264
467,0,8,1,3,10,28,6,104,0,2,2,0,2,2,1,0,1,0,2,2,-0.12717682,-0.008451293,0.018483091,-0.026034266,-0.027764974,0.065482706,-0.061927266,-0.08681096,-0.53352225,0.0,-0.17939986,-0.075217724,-0.007001754,-0.111872755,-0.010183455,0.017536638,-0.030732501,0.010636829,-0.03384381,-0.055912547,0.027013898
411,0,8,1,3,9,28,7,88,0,1,2,0,2,2,1,0,1,0,1,1,-0.1059344,-0.007981988,0.11858564,-0.025007345,-0.004762038,0.0073994272,0.008216697,-0.10507861,-0.22390638,0.0,0.064380854,-0.05325861,-0.007827535,-0.16976525,-0.0007985242,0.053539965,-0.17958067,-0.018192122,-0.02853784,-0.07224011,-0.059983164
386,0,6,2,3,7,27,7,70,0,3,2,0,0,0,1,2,3,0,0,0,0.18038289,-0.0072802864,0.02437044,0.086793646,0.077442326,0.005424008,0.042773962,0.04381991,0.25912958,0.0,-0.0916994,-0.023887895,0.0037353565,0.05048062,0.044896,0.07602652,0.06507713,0.016432801,-0.0179336,0.0034120462,-0.046761498
385,0,4,3,3,6,26,5,70,0,4,2,0,0,0,3,0,3,0,0,0,-0.0051899347,-0.0072022425,0.0204369,0.37242234,0.010695607,-0.08794502,-0.017248621,-0.043109976,0.12490933,0.0,0.16705436,-0.02101328,0.015506118,0.032419078,0.03417196,-0.14392757,-0.018783271,0.014587766,-0.009168184,0.009661454,-0.03910558
335,0,4,3,3,5,25,5,70,0,3,2,0,0,0,3,0,3,0,0,0,-0.09098886,-0.006675921,0.024866557,0.48008528,0.053866774,0.16473754,-0.0050998223,-0.036999993,0.13767706,0.0,0.014304832,-0.009377622,0.012600915,0.03129381,0.052165363,-0.04969108,0.016738994,0.019390913,-0.0022143365,0.0042281244,-0.044023335
292,0,3,0,3,3,22,5,26,0,4,2,0,0,0,1,2,3,0,0,0,-0.07638974,-0.008006035,-0.0074342834,-0.25926384,-0.0062902267,-0.35232013,-0.15494736,-0.08051499,0.69148827,0.0,0.17529112,-0.011841944,0.003370478,0.031449106,-0.00012025732,0.0696543,-0.047911406,-0.046689816,-0.012689556,0.0021317222,-0.043563
264,0,5,3,1,5,19,8,78,0,2,1,0,0,0,1,0,1,0,0,0,-0.04508078,-0.0073510027,-0.088736415,0.39415663,0.112614885,0.14874554,-0.0036528152,0.2515024,0.15349717,0.0,-0.06569539,-0.0327593,0.00066124415,0.039888345,0.023754414,0.032089427,0.056355033,0.057716247,-0.0043715388,0.0057550604,-0.032285724
306,0,3,0,3,3,23,6,26,0,5,2,0,0,0,1,2,3,0,0,0,-0.06394521,-0.008194058,-0.038940668,-0.30565035,-0.021408338,-0.402052,-0.1701375,-0.15495679,0.5358175,0.0,0.037901096,-0.025877867,0.0071471306,0.02770523,-7.575608e-06,0.026960796,-0.084725805,-0.043866552,-0.011768464,-0.00014193146,-0.043406427
806,0,14,5,3,17,57,17,190,0,4,4,0,1,1,1,1,2,0,0,0,0.4292528,-0.006050446,0.13268782,0.08926955,0.022773225,0.18630157,0.21538034,0.57771647,0.012210863,0.0,0.16363822,0.088837616,0.0023165836,0.08446983,0.027265172,0.09436893,0.0146672735,-0.014252081,-0.01356647,0.045575626,-0.020423558
626,0,12,2,3,13,44,11,155,0,3,4,0,1,1,2,0,2,0,1,1,0.13557993,-0.007014948,0.0979507,0.021654593,-0.029446302,-0.0556906,0.08338836,0.203235,-0.25036848,0.0,-0.15741065,0.059670877,-0.011619873,0.015853506,-0.007879808,-0.051345456,-0.019570129,-0.03857726,-0.027071413,-0.0659785,-0.054126006
497,0,5,1,5,7,34,9,36,0,6,2,0,1,1,2,2,4,0,1,1,-0.017302014,-0.0071619395,-0.0589151,-0.101545505,-0.03535675,0.03641545,0.12831181,0.16954894,0.41735792,0.0,0.11224693,-0.0039101904,0.013535282,-0.01812637,-0.0014396562,0.053076945,0.039919157,0.045433387,-0.016944742,0.00011764845,-0.008721186
670,0,6,3,9,6,49,8,86,0,7,6,4,3,7,1,1,2,4,3,7,0.18869397,-0.008447513,-0.09646646,0.11218365,-0.035549283,-0.018640501,0.11903982,0.08652827,-0.15635602,0.0,0.10825365,0.14147022,-0.18359348,-0.19892043,0.21956554,0.009586182,-0.06642918,-0.08210843,0.12232461,-0.049135875,0.7211796
648,0,6,0,7,8,43,9,50,0,3,2,0,1,1,3,3,6,0,1,1,0.34424096,-0.0070065022,-0.035015777,-0.1382168,0.01802973,0.058726896,0.24417914,0.3453697,0.3966162,0.0,-0.08489719,0.032153513,0.0060960813,0.050612573,0.024808347,-0.1016996,0.04374966,-0.09819514,-0.01847271,0.013195863,0.00013092413
564,0,5,2,6,7,40,8,62,0,7,3,0,0,0,5,1,6,0,0,0,0.12456598,-0.0074808365,-0.11561113,0.037829313,-0.06584257,0.015102541,0.18041423,0.052344695,-0.03301727,0.0,0.29880977,-0.0307809,0.0032300437,0.03736634,0.0056273066,-0.19428907,-0.01931784,-0.16975322,-0.01897316,-0.006633224,-0.04947939
327,0,4,1,3,6,22,4,54,0,4,2,0,0,0,1,2,3,0,0,0,0.079951555,-0.007392393,-0.07392788,-0.07152494,0.03554598,-0.018205374,-0.19929487,-0.02555504,0.7850331,0.0,0.23910056,0.011403144,0.024559366,0.034359176,0.0408443,0.07350218,-0.005785312,0.022839183,-0.0057254205,0.000168085,-0.034617577
520,0,4,2,6,4,39,12,49,0,8,2,2,0,2,2,2,4,0,0,0,0.09824399,-0.0070309173,-0.026558965,0.11391274,-0.026102915,-0.033581182,0.20535837,0.24448188,0.29345912,0.0,0.43443516,-0.0023590585,-0.026353836,0.054442942,-0.019009981,0.07128848,0.043051917,0.0673524,-0.008710025,0.00804058,-0.031985387
231,0,1,0,2,1,17,1,4,0,4,4,2,0,2,0,0,0,1,0,1,-0.3578629,-0.00683953,-0.08945717,-0.046461906,-0.014355413,-0.08366362,-0.07862151,0.21930474,0.8387504,0.0,0.21975322,0.059606336,0.066430785,0.03183549,0.032786045,-0.0069704247,0.00052712584,-0.015838915,0.054686796,0.004757376,-0.04896756
602,0,4,2,6,6,42,9,49,0,10,3,2,0,2,2,2,4,0,0,0,0.2752354,-0.0068882843,-0.030558156,0.10208603,-0.05206986,0.06871872,0.2009714,0.3205149,0.31692004,0.0,0.39712206,-0.03703851,-0.01892502,0.06218193,-0.017735302,0.07144195,0.059232898,0.07573579,-0.009292983,0.007526502,-0.0370842
414,0,8,2,3,9,29,7,110,0,4,2,0,0,0,2,1,3,0,0,0,-0.16256209,-0.008108332,-0.060240626,-0.03768332,-0.0029488883,-0.00079436554,-0.0352103,-0.21293552,-0.7612967,0.0,0.04596484,-0.06706312,-0.0092067225,0.043580767,0.007806795,-0.015000875,-0.00095855363,-0.012754889,-0.027972024,0.00669348,-0.05067335
277,0,7,1,2,7,20,5,102,0,2,2,0,0,0,1,1,2,0,0,0,-0.29353988,-0.008273635,0.056784723,-0.05205718,0.0013741971,-0.062223133,-0.14276579,-0.2044769,-0.29189953,0.0,-0.21343103,-0.049622405,-0.012049408,0.038241576,-0.0005294301,0.013103178,-0.004469846,-0.0003819116,-0.01911442,0.0070506153,-0.035720654
319,0,3,1,2,4,22,8,28,0,4,2,0,0,0,1,1,2,0,0,0,0.13930224,-0.0063122637,0.013570031,-0.05715982,0.032543596,0.048433874,-0.07748127,0.0047436235,1.3056391,0.0,0.21464531,0.020307992,0.023423178,0.04141699,0.021789003,0.12619343,0.030169372,0.08527582,-0.0012372202,-0.0007201453,-0.029033575
397,0,7,2,5,7,30,3,87,0,3,2,0,0,0,2,3,5,0,0,0,0.023828331,-0.0069550867,0.27785784,0.11110341,0.009882568,0.020533985,0.12734635,0.15897003,0.14293903,0.0,-0.027308544,-0.021280961,0.0033141223,0.06468798,0.04589386,0.094598845,0.018607253,0.063829266,-0.01891675,0.030980501,-0.03877978
354,0,5,1,3,5,26,6,50,0,3,2,1,0,1,1,1,2,0,0,0,-0.010521889,-0.008367121,-0.077695504,-0.1546123,0.024062587,-0.08682983,-0.060471635,-0.15623271,0.37707525,0.0,-0.09849157,-0.023369726,-0.17325097,-0.009984522,-0.023750324,0.09057901,-0.010032605,0.005217133,-0.018697342,-0.01231974,-0.066986
233,0,4,1,2,5,16,4,58,0,2,2,0,0,0,1,1,2,0,0,0,-0.5011107,-0.008673315,-0.09146699,-0.17587695,-0.032976095,-0.07746595,-0.15564041,-0.1716493,0.07364613,0.0,-0.2081853,-0.013180957,-0.0069776946,0.02399494,0.003257813,0.0032927678,0.006523903,-0.011589706,-0.013472882,-0.0030839932,-0.03690813
339,0,6,2,2,7,23,5,84,0,2,2,1,0,1,1,0,1,0,0,0,0.007635819,-0.008385908,-0.049315162,0.033819735,-0.020929012,0.034133524,-0.12132777,-0.18312974,-0.13986151,0.0,-0.14984654,-0.038636398,0.03237765,0.043063194,-0.02244219,0.018295359,-0.024165455,0.03330291,-0.012243268,0.0037500062,-0.042716287
542,0,5,2,5,7,38,8,62,0,7,3,0,0,0,4,1,5,0,0,0,0.061592244,-0.007449304,-0.124652445,0.037405346,-0.04751516,0.0018937434,0.13910073,0.025905196,-0.032739576,0.0,0.2944378,-0.03146127,0.0030328536,0.036366582,0.0055722445,-0.17489995,-0.021928467,-0.09697429,-0.019425092,-0.0060680304,-0.04947479
704,0,4,0,6,7,42,8,14,0,1,3,0,1,1,3,2,5,0,1,1,0.4318693,-0.0057041347,-0.029583745,-0.114711955,-0.035489373,0.065917514,0.21970291,0.2296941,1.0168706,0.0,0.06369707,-0.13432728,0.0034831413,0.021853985,0.015840912,-0.021588597,0.02682458,-0.041001316,-0.013109997,-0.0116100805,-0.015763825
333,0,2,1,2,2,24,9,21,0,5,4,2,0,2,0,0,0,2,0,2,-0.2067853,-0.008300505,-0.17152368,-0.07320415,-0.08225924,-0.33775243,-0.08169489,0.06805752,0.3814532,0.0,0.0701001,-0.014385709,-0.011078232,0.028828057,-0.002021812,-0.01827219,-0.0063737915,-0.03852434,0.09103497,-0.0027310243,-0.038907435
404,0,8,0,4,9,28,5,94,0,2,4,2,0,2,1,1,2,2,0,2,0.09502727,-0.006806746,0.24227366,0.09393811,-0.0023759245,0.11689895,0.031359095,0.001039909,-0.04727117,0.0,-0.09923585,0.18627809,0.13987543,0.08003015,0.05184984,0.04846075,0.04456133,0.019305734,0.36690938,0.054893516,0.038563035
392,0,4,3,4,4,28,4,77,0,4,4,4,0,4,0,0,0,4,0,4,-0.11718591,-0.008413206,-0.18308303,0.14873217,-0.015503648,-0.09348465,-0.025241684,-0.16418917,-0.0055564214,0.0,0.029905025,-0.041178666,-0.4986748,0.024696946,-0.38150698,-0.07946944,-0.015630955,-0.116759464,0.057407875,0.0014095996,-0.062098775
571,0,7,3,5,9,40,9,79,0,8,2,0,0,0,4,1,5,0,0,0,0.1557759,-0.0061340984,0.13066052,0.2685252,-0.0057199034,-0.056590177,0.19613528,0.25695422,0.13916709,0.0,0.44966298,-0.010707322,0.002653922,0.07136272,0.015134805,-0.11333986,-0.028236097,-0.025387093,-0.015005815,0.0130759645,-0.03960706
378,0,8,3,3,10,25,6,117,0,2,2,0,0,0,2,1,3,0,0,0,-0.049804613,-0.0078385305,-0.034563582,0.07679553,0.004318514,0.025328143,-0.010477159,-0.19052881,-0.64487755,0.0,-0.2384403,-0.04090279,-0.0064181383,0.045592204,0.01994378,-0.0048160637,-0.015685512,-0.012118619,-0.023478568,0.010405728,-0.040090326
256,0,4,1,2,4,19,4,67,0,3,2,0,0,0,1,1,2,0,0,0,-0.21990953,-0.008219248,-0.09167084,-0.14848487,-0.018293867,0.08259033,-0.09223041,-0.07281057,-0.24597473,0.0,-0.09179408,-0.027147025,-0.010007382,0.031097772,-0.00054808793,0.0005159139,-0.021312011,-0.010733487,-0.010771669,-0.00928849,-0.04352454
313,0,6,2,3,7,22,4,83,0,2,2,0,2,2,1,0,1,0,0,0,-0.096886784,-0.008616152,-0.07059557,-0.0016751493,-0.022335483,0.012914474,-0.17130111,-0.1075984,-0.30242306,0.0,-0.19588424,-0.0267809,-0.015390136,-0.20459646,-0.0522396,0.0034880554,-0.038577653,0.0014652291,-0.017726872,-0.0042055463,-0.061031416
