canonical_smiles,uM_value
CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)/C=C/c3ccc(OC)cc3OC)cc2)s1,7.96
CCOc1ccc(N2C(=O)CC(Sc3n[nH]c(-c4ccccc4)n3)C2=O)cc1,11.09
O=C1C2CC=C(Cl)CC2C(=O)N1CCCCCCN1C(=O)C2CC=C(Cl)CC2C1=O,37.25
O=C(c1cn[nH]c1)c1cc(F)ccc1O,20.92
CCCCCC(=O)NNC(=S)NC(=O)c1cccc([N+](=O)[O-])c1,24.42
O=C(NCC1COc2ccccc2O1)C1C2C=CC3(CN(Cc4cccs4)C(=O)C13)O2,7.96
CSc1ccc(Cl)c(C(=O)OCC(=O)NCc2ccco2)c1,49.86
O=C(NCC1CCCO1)c1sc(=S)n2c1[nH]c(=O)c1ccc(C(=O)N3CCCCC3)cc12,65.43
CC(C)S(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(-c4ccccc4)o3)C(=N)N21,12.61
O=C(Nc1cc(N2CCOCC2)ncn1)NC1(C(F)(F)F)Oc2ccc(Cl)cc2O1,32.43
Sc1n[nH]c(C2CCCCC2)n1,13.82
O=C(O)C1CCN(c2nc(-c3ccccc3)nc3c2oc2ccccc23)CC1,30.11
Cc1cc(C)cc(NC(=O)CSc2ncc(S(=O)(=O)c3ccccc3)c(O)n2)c1,11.86
O=C(Cc1ccsc1-c1ccccc1)NO,43.41
O=C(Nc1nccs1)c1ccc(NC(=O)C2CC=CCC2C(=O)O)cc1,23.24
CCOC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)O)sc2c1CC(C)CC2,10.14
Cc1oc(C(C)(C)C)cc1C(=O)NC(Cc1ccccc1)C(=O)O,12.74
COC(=O)c1ccc(Cl)c(NC(=O)CSc2nc[nH]n2)c1,35.06
O=C(CSc1nnc(NC2CCCCC2)s1)NN1C(=O)NC2(CCCCC2)C1=O,10.46
CCN(CC)c1ccc(NC(=O)COC(=O)c2cccs2)cc1.O=S(=O)(O)O,15.71
CCCc1n[nH]c2c1C(CCc1ccccc1)C(C#N)=C(N)O2,55.69
NC(=O)c1c(N=C(S)Nc2ccc(F)cc2)sc2c1CCCC2,91.95
N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1cccnc1,60.38
Cc1cc(C)c(C#N)c(SCC(O)CS(=O)(=O)Cc2ccccc2)n1,31.45
CCOC(=O)CCP(=O)(O)C(O)c1ccc(OC)cc1,8.59
CCNC(=O)NC(=O)C(C)Sc1ccc2c(c1)OCCO2,7.93
CCSC1=NSC2=NC(=O)/C(=C\c3cccs3)C(=N)N12,19.99
CC(Sc1nc2ccccc2s1)C(=O)Nc1nnc(C(C)C)s1,2.84
COc1ccc(NC(=O)C(CC(=O)O)Cc2ccccc2)cc1,28.15
O=Cc1cc(N=Nc2cccc(C(=O)O)c2)ccc1O,51.48
CSCCC(NS(=O)(=O)c1ccc2nc(O)c(O)nc2c1)C(=O)O,6.94
O=C(NCc1cccs1)N[C@@H](Cc1ccccc1)C(=O)O,57.62
CCOC(=O)Cn1c(=S)[nH]c2c(oc3ccc(Cl)cc32)c1=O,19.49
Cc1ccc(-c2cccc(NC(=O)C3C4C=CC(C4)C3C(=O)O)c2)o1,3.86
COc1ccc(NC(=O)CSc2nc[nH]n2)c([N+](=O)[O-])c1,16.97
Cc1cccc(N2CCN(C(=O)c3ccccc3NC(=O)C3CC=CCC3C(=O)O)CC2)c1,19.1
Sc1n[nH]c(-c2ccco2)n1,11.03
COc1ccc(Cc2nnc(NS(=O)(=O)Cc3ccccc3)s2)cc1,6.34
O=C(O)COc1ccc(Br)cc1/C=C1/SC(=O)N(CC(=O)N2CCCC2)C1=O,34.78
Cn1ccnc1Sc1nc2ccccc2nc1NS(=O)(=O)c1ccccc1,29.16
O=C(O)/C=C/C(=O)Nc1ccc(Oc2ccc(NC(=O)/C=C/C(=O)O)cc2)cc1,14.79
O=C(O)/C=C/C(=O)Nc1ccccc1C(=O)OCC(=O)c1ccc2c(c1)OCCO2,36.87
Cc1cccc(C(=O)NC(=S)NNC(=O)Cc2ccccc2)c1,56.57
CCN(CC)S(=O)(=O)N1CCC(C(=O)NCC2COc3ccccc3O2)CC1,11.3
COc1ccc(-n2c(SC)nc(=O)c(Cc3ccccc3)c2O)cc1,45.96
Cc1ccc(NC(=O)CSc2nc(O)c3c(n2)CCC3)cc1C,5.9
CCOc1ccc(NC(=O)C2CC(C)=C(C)CC2C(=O)O)cc1,21.27
Cc1ccc(NC(=O)CSCc2nc(O)c3nnn(Cc4ccc(F)cc4)c3n2)c(C)c1,2.06
OC1(c2cn(Cc3ccccc3)nn2)CCCCC1,61.53
CC(/C=C1\SC(=O)N(CCCC(=O)O)C1=O)=C\c1ccccc1,15.84
CCCCCC(=O)NNC(=S)NC(=O)c1ccc([N+](=O)[O-])cc1,49.24
Cc1cc(C(=O)O)ccc1-c1ccc(/C=C2\NC(=O)N(Cc3ccccc3Cl)C2=O)o1,13.56
CCOC(=O)c1c(NC(=O)C2C3CCC(O3)C2C(=O)O)sc(C)c1-c1ccc(C)cc1,6.69
Cc1cccc(NC(=O)CSc2nnc(-c3ccco3)c(-c3ccco3)n2)c1C,20.56
COc1ccc(CNC(=O)Cc2c(C(=O)O)[nH]c3ccccc23)cc1,35.65
Cc1ccc(O)c(C(=O)c2coc(=N)c(C(=O)NC(C)C)c2)c1,4.66
Cc1ccc(OCc2ccc(C(=O)O)o2)c([N+](=O)[O-])c1,31.77
N#CC1=C(N)Oc2nc(-c3ccccc3)[nH]c2C1c1cccnc1,66.57
CC1=C(C)CC(C(=O)NNC(=O)c2csc3c2CCC(C(C)(C)C)C3)C(C(=O)O)C1,8.98
O=C(NNC(=O)C1CC2CCC1C2)c1sc2ccccc2c1Cl,68.1
Cc1noc(NS(=O)(=O)c2ccc(N/C=C\C(=O)c3ccc4c(c3)OCO4)cc2)c1C,13.93
O=C(O)CCCCCNC(=O)Nc1ccc2c(c1)OCCO2,5.51
Cc1ccc(OCC(=O)Nc2ccc(O)c(C(=O)O)c2)cc1C,19.53
CCOc1c(Br)cc(CNc2nc[nH]n2)cc1OC,22.71
CCOC(=O)c1ccc(NC(=O)CN2C(=O)CSCC2=O)cc1,41.84
Cc1c(O)n(-c2ccccc2)c(SCC(=O)Nc2ccc3c4c(cccc24)CC3)nc1=O,5.11
CSC1=NSC2=NC(=O)/C(=C\c3cccs3)C(=N)N12,32.24
Cc1ccc(C)c(NC(=O)C2CC(Cl)=CCC2C(=O)O)c1,18.55
CC(C)(C)c1ccc(C(=O)CSc2nc[nH]n2)cc1,46.03
O=C(NC(Cc1ccc2c(c1)OCO2)C(=O)NC(Cc1ccccc1)C(=O)O)c1ccccc1,19.67
COC(=O)c1cc(NC(=O)C2CC=CCC2C(=O)O)cc(C(=O)OC)c1,28.62
Cc1cccc(Nc2nnc(SCC(=O)Nc3ccc(C(=O)O)cc3)s2)c1,24.27
CC1CCC2(CC1)NC(=O)N(CC(=O)Nc1ccc3c(c1)OCCO3)C2=O,13.85
O=C(CSc1nc[nH]n1)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,82.52
COc1ccc(CCNC(=O)c2ccc3c(SCC(=O)O)c4c(nc3c2)CCCC4)cc1OC,23.34
COc1ccc(-c2[nH]ncc2/C=C(\C#N)C(=O)NC2CC2)cc1,36.88
Nc1n[nH]c(N)c1N=Nc1ccc(Cl)cc1,12.46
COc1ccc(CNC(=O)C2CC(C)=C(C)CC2C(=O)O)cc1,43.74
Cc1c(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccccc2)c(=O)n(-c2ccccc2)n1C,68.08
COC(=O)c1c(NC(=O)C2C3CCC(O3)C2C(=O)O)sc2c1CCCCCC2,48.91
CCOC(=O)C(CSCC(=O)c1ccc(Br)cc1)NC(=O)OC(C)(C)C,62.21
Cc1ccccc1C(=O)NCC(=O)NNC(=S)NC(=O)c1ccccc1,47.44
COc1ccc2sc(N3C(=O)C4CC=C(C)CC4C3=O)nc2c1,34.98
COC(=O)c1c(NC(=O)C2C3C=CC(CC3)C2C(=O)O)sc(C)c1C,18.97
O=C(NCc1ccco1)C(=O)c1cn(CC(=O)N2CCCC2)c2ccccc12,73.32
COc1ccc(/C(C)=C2\SC(=S)N(CCC(=O)O)C2=O)cc1,30.07
Cc1ccc(-n2c(C)cc(C(=O)NS(=O)(=O)c3ccc(C)cc3)c2C)cc1,25.42
CCOc1ccc(NC(=O)Cc2ccccc2)c([N+](=O)[O-])c1,2.92
COc1cc(NS(=O)(=O)c2ccc(NC(=O)CSC3=NCCS3)cc2)nc(OC)n1,2.12
CCCSc1nnc(NC(=O)c2nc(SC)ncc2Cl)s1,34.18
COc1cc(/C=C2\C(=O)NC(=O)N(CCc3ccc(F)cc3)C2=O)ccc1O,15.83
CC1(C(=O)O)CCC(C(=O)Nc2ccc3ccccc3c2)C1(C)C,12.46
Cc1ccc(C(=O)CSc2nc[nH]n2)cc1,50.49
CCOc1cccc(-c2cc(O)[nH]n2)c1,1.25
Oc1cc(O)c2sc3nc(-c4cccnc4)cc(C(F)(F)F)c3c2n1,58.16
O=C(CN1C(=O)c2ccccc2C1=O)NCC1COc2ccccc2O1,15.59
Cc1ccc(-c2c(C)sc(NC(=O)C3C4CCC(O4)C3C(=O)O)c2C(=O)OC(C)C)cc1,7.67
Cc1ccc(S(=O)(=O)Nc2nc3c(s2)C(=O)CC(C)(C)C3)cc1,94.41
N#CC1=C(N)Oc2[nH]nc(-c3ccc(F)cc3)c2C1c1cccnc1,61.25
Oc1cc(-c2cccc3ccccc23)[nH]n1,2.9
C=CCn1c(N)cc(=O)nc1SCC(=O)Nc1ccc2ccccc2c1,5.68
CSCCC(NC(=O)c1c(C)oc2c1CCCC2)C(=O)O,35.93
O=S(=O)(Nc1ccc(C(F)(F)F)cc1)c1c[nH]cn1,28.29
COc1ccc(NC(=O)CC2COc3ccccc3O2)c(OC)c1,7.18
CCN(CC)CC(=O)c1ccc(-c2ccccc2)cc1,60.16
Cc1ccc(NC(=O)CSc2ncccc2C(=O)Oc2cccc([N+](=O)[O-])c2)cc1Cl,32.01
Cn1c(=S)[nH]c2c(c1=O)C(C)(C)Cc1ccccc1-2,1.9
COc1ccc(NC(=O)Nc2ccc3oc(C)nc3c2)cc1,14.81
O=C(Nc1nnc(SCC(=O)N2CCCCC2)s1)c1cccs1,30.39
Cc1c(O)c([S+]([O-])c2ccccc2)c(=O)n(-c2ccccc2)c1-c1ccccc1,15.06
Cn1c(O)cc(=O)nc1SCC(=O)Nc1cccc2ccccc12,7.59
N=C1S/C(=C\c2ccc(-c3ccccc3C(=O)O)o2)C(=O)N1c1ccc2c(c1)OCO2,29.01
CCc1cccc(NC(=O)CSCc2cc(O)[nH]n2)c1,25.91
CCOc1ccc(N2C(=O)CC(SCCN)C2=O)cc1.Cl,23.63
CCc1ccc(-c2nn(Cc3ccccc3)cc2/C=C/C(=O)O)cc1,31.5
CN(C)c1ccc(N=Nc2ccccc2C(=O)OCC(=O)N2CCCC2)cc1,9.23
CCOc1ccc(Nc2nc(Cc3nnc(SCC(=O)NCc4ccco4)n3CC)cs2)cc1,28.11
Cc1c(O)n(-c2ccc(F)cc2)c(SCC(=O)Nc2ccc3c4c(cccc24)CC3)nc1=O,6.36
Cc1ccc(SCC2=NNC(=O)C2)cc1,1.77
CCOC(=O)/C(C#N)=C\C=C1C=CN(C)C=C1,90.01
Cc1cccc(C)c1NC(=O)CSCC(=O)c1ccc(O)c(O)c1,20.86
CCOC(=O)c1c(-c2ccc(C)cc2)csc1NC(=O)C1CC=CCC1C(=O)O,4.8
O=C(CSc1ncccc1C(=O)O)NCCC1=CCCCC1,29.16
Cc1cc(/C=C(\C#N)C(=O)NCc2ccco2)c(C)n1-c1ccc(C(=O)O)cc1,41.06
Cc1occc1C(=O)Nc1sc2c(c1C(N)=O)CCCCC2,54.56
CCOc1cc(/C=C(/C#N)c2nc3ccccc3[nH]2)ccc1OCc1ccc(C(=O)O)o1,9.14
O=C(O)CC12CC3CC(C1)CC(n1ncc(NCc4ccc(F)cc4Cl)c(Cl)c1=O)(C3)C2,32.13
Cc1c(O)ccc(-c2[nH]ncc2-c2nc3ccccc3s2)c1O,6.97
CCOC(=O)c1sc(NC(=O)CSc2nc[nH]n2)c(C#N)c1C,72.96
C=CCSc1nnc(NC(=O)c2nc(SCC)ncc2Cl)s1,10.79
CCc1ccc(NC(=O)C2CC=CCC2C(=O)O)cc1,3.48
O=C(O)C1CC=CCC1C(=O)Nc1cccc(F)c1,14.58
CCOc1ccccc1Nc1nnc(SCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)O)s1,7.81
Cc1cccc(C)c1NC(=O)CSc1nnc(-c2ccco2)c(-c2ccco2)n1,18.92
CCn1c2ccccc2c2cc(NC(=O)CSc3nccc(O)n3)ccc21,1.41
CCOC(=O)C1=C(Nc2ccc(C)cc2)S/C(=C\c2ccc(OCC(=O)O)c(OCC)c2)C1=O,15.56
Nc1n[nH]c(Nc2ccc(Cl)cc2)n1,6.6
Cc1nc(SCC(=O)Nc2ccc3c(c2)OCCO3)nc(C)c1C,43.54
O=C1NC(=O)N(Cc2ccccc2)C(=O)/C1=C\c1ccco1,62.31
O=C(CSc1ccccc1C(=O)O)NCc1ccc(Cl)cc1,17.37
CC1CCCCN1C(=O)CSc1nc(O)cc(-c2ccccc2)n1,63.51
CC(=O)c1ccc(OCCCC(=O)n2nnc3ccccc32)cc1,61.88
COc1cc(CNc2nc[nH]n2)cc(Br)c1OC,8.2
Cc1cc(C=C2C(=O)c3ccccc3C2=O)c(C)n1-c1cccc(C(=O)O)c1,18.57
CCOC(=O)CSc1nc(O)c2sc(=S)n(-c3ccccc3)c2n1,35.64
Cc1ccc(-c2[nH]nc3c2C(c2cccnc2)C(C#N)=C(N)O3)cc1,25.77
Cc1cc(O)nc(SCC(=O)Nc2ccccc2C#N)c1C#N,13.9
CCOc1ccc(OCc2cccc(C(=O)O)c2)cc1,24.77
O=C(NC(=S)NNC(=O)c1ccccc1Cl)c1cccnc1,82.01
CCOC(=O)COc1ncn(-c2ccccc2)n1,13.92
Cc1ccc(Nc2cnn(C34CC5CC(CC(CC(=O)O)(C5)C3)C4)c(=O)c2Cl)cc1,44.08
O=C(O)CCc1nnc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1O,6.64
CC1(C(=O)O)CC(C)(C(=O)O)CC(C)(C(=O)O)C1,58.69
Cc1cccc(NC(=O)CSc2nc(O)c3c[nH]nc3n2)c1,3.88
CCCCCCCCc1n[nH]c(SC(C)C(=O)O)n1,5.32
COc1ccc(/C=C2\SC(NS(=O)(=O)c3cccs3)=NC2=O)cc1,31.04
O=C(NN1C(=O)CSC1=S)C(=O)NN1C(=O)CSC1=S,20.5
O=C(NCCc1c[nH]c2ccccc12)OCCSS(=O)(=O)[O-].[Na+],21.8
CC(C)(C)OC(=O)[C@H]1[C@H](c2ccc([N+](=O)[O-])cc2)C2(C(=O)c3ccccc3C2=O)C2c3ccccc3C=NN21,2.23
CCN(CC)c1ccc(NC(=O)CSc2nnc(N)s2)cc1C,5.57
O=C(c1cnn(C(=O)c2ccccc2)c1)c1ccccc1O,72.56
O=C(CCc1ccccc1)NNC(=S)NC(=O)c1ccccc1,41.31
OC1=C2C(=Nc3nc(S)nc(O)c3C2c2ccc(Br)cc2)CCC1,16.68
CC(C)c1ccc(C(=O)CSc2nc[nH]n2)cc1,33.03
COc1ccc(OC)c(NC(=O)[C@H]2CC=CC[C@H]2C(=O)O)c1,18.49
CCc1nnc(NC(=O)C(C)Sc2ccccc2)s1,3.57
COc1ccc(-c2cc(O)[nH]n2)cc1OC,7.86
CC1CC(=O)N(CC(=O)Nc2ccc3c(c2)OCO3)c2ccccc2S1,21.92
O=C(CN1C(=O)C2C3C=CC(C3)C2C1=O)NCC1COc2ccccc2O1,2.19
COc1ccc(C(C)(C)C)cc1NC(=O)C1CC=CCC1C(=O)O,3.05
Cc1cccc(C(=O)NC(=S)NNC(=O)c2ccccc2Cl)c1,57.97
Cc1ccc(S(=O)(=O)CCSc2cccc(C(=O)Nc3ccccc3C(=O)O)c2)cc1,9.59
Cc1cc(C)c(NC(=O)CN2C(=O)NC3(CCCCC3)C2=O)c(C)c1,19.54
Nc1n[nH]c(SCC(=O)Nc2ccc3c(c2)CCC3)n1,45.16
CCOC(=O)CC(=O)CSc1nc(O)c2sc(=S)n(-c3ccc(OCC)cc3)c2n1,26.42
COc1ccccc1N1CCN(C(=O)CSc2nc(O)cc(-c3ccccc3)n2)CC1,15.99
CC1(C)[N+]([O-])=CC(c2cccs2)=[N+]1[O-],22.69
COC(=O)c1ccc(C)c(NC(=O)CN2C(=O)c3ccccc3S2(=O)=O)c1,10.03
Cn1c(C(=O)O)c(CC(=O)NCC2COc3ccccc3O2)c2ccccc21,15.67
NC(CSc1nc(-c2ccccc2)c(-c2ccccc2)o1)=NO,7.64
O=C(O)CCc1nnc(SCC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)nc1O,2.82
O=C(/C=C/c1ccco1)Nc1cc(Cl)ccc1C(=O)O,74.35
COc1ccccc1NC(=O)CC1COc2ccccc2O1,5.29
CCOC(=O)c1c(NC(=O)C2C3C=CC(C3)C2C(=O)O)sc2c1CCC(CC)C2,7.67
O=C(NC(=S)NNS(=O)(=O)c1ccccc1)c1cccnc1,43.87
COc1ccc(Nc2nnc(SCC(=O)/C=C3/N(C)c4ccccc4C3(C)C)s2)cc1,21.06
Cc1sc(NC(=O)C2CC(Cl)=CCC2C(=O)O)c(C#N)c1C,1.73
COc1ccc(-n2c(SCC(=O)Nc3ccc(C(=O)O)cc3)nnc2-c2cccs2)cc1,14.47
O=C(O)C1CCCCC1C(=O)Nc1ccc2c(c1)CCC2,9.16
COc1ccc(N2Nc3[nH]nc(N)c3N2)cc1,10.37
COc1ccc(NC(=O)CN2C(=O)CSC(C)C2=O)cc1,3.83
CCOC(=O)C1=C(Nc2ccc(OC)cc2)S/C(=C\c2ccc(OCC(=O)O)c(OCC)c2)C1=O,21.29
O=C(O)c1ccc(N2C(=O)/C(=C/c3ccc(-c4ccc([N+](=O)[O-])cc4)o3)C=C2c2ccccc2)cc1,21.43
CC(=O)c1c(C)oc2ccc(NS(=O)(=O)c3ccc(O)c(C(=O)O)c3)cc12,9.78
CC(=O)NNC(=S)NC(=O)c1cccc([N+](=O)[O-])c1,45.82
CCOc1ccc(NC(=O)CSc2nc(C)cc(C)n2)cc1,4.3
Cc1cc(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)n1,7.15
Cc1ccc(NC(=O)c2cc(NC(=O)CCC(=O)O)ccc2N2CCCCC2)cc1,11.76
COc1ccc(NC(=O)CN2C(=O)C(C)SC(C)C2=O)cc1,12.17
O=C(O)CCC(=O)Nc1sc2c(c1C(=O)Nc1cccc3ccccc13)CCCCC2,50.96
O=C(O)C1CC=CCC1C(=O)Nc1ccccc1Cl,11.97
CCOc1ccc(NC(=O)Nc2cccs2)cc1,3.22
Cc1ccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)cc1,11.25
CC(=O)NS(=O)(=O)c1ccc(/N=c2\ssc3c2-c2ccc(C)cc2NC3(C)C)cc1,2.6
O=C(O)c1ccc(/C=N/NC(=O)c2cc(-c3ccc4c5c(cccc35)CC4)[nH]n2)cc1,26.78
CC(=O)NS(=O)(=O)c1ccc(/N=c2\ssc3c2-c2cc(C)c(C)cc2NC3(C)C)cc1,3.72
COc1cc(/C=N/Nc2ccc(Cl)c(C(=O)O)c2)ccc1OC(=O)c1ccco1,48.84
COc1ccc2c(c1)c(C(=O)N/N=C/c1ccc(O)c(O)c1)c(C)n2C,29.69
COc1cccc2c(SCC(=O)N/N=C/c3ccc(O)c(O)c3)cc(C)nc12,16.18
CN1C2CCC1/C(=C/c1cccn1C)C(=O)/C2=C\c1cccn1C,51.88
CCOc1cc(/C=C2\S/C(=N\c3ccccc3)N(c3ccccc3)C2=O)ccc1OCC(=O)O,31.26
CSc1ccc(N/N=C(/C#N)S(=O)(=O)C(C)(C)C)cc1,30.64
Cc1ccc(/N=C2\S/C(=C\c3cn(CC(=O)O)c4ccccc34)C(=O)N2C)cc1,11.42
O=C(CSc1nc(O)c2ccccc2n1)c1ccc(O)c(O)c1,12.98
O=C(Nc1nc(=O)[nH]s1)c1ccccc1,18.13
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.53
CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,53.45
Sc1nc(-c2ccccc2)nn1-c1ccccc1,11.45
Cc1[nH]n(-c2ccccc2)c(=O)c1Sc1ccc(Cl)cc1,37.42
CCc1nnc(NS(=O)(=O)c2ccc(/N=C/c3c(C)[nH]n(-c4cccc(Cl)c4)c3=O)cc2)s1,11.35
COc1nccnc1NS(=O)(=O)c1ccc(/N=C/c2c(C)[nH]n(-c3ccccc3)c2=O)cc1,34.95
CN1C(=O)/C(=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)S/C1=N\c1ccc(Cl)c(C(=O)O)c1,6.24
COc1cccc(/C=N/NC(=O)CC2C(=O)NN=C2C)c1O,92.06
O=C(N/N=C/c1coc2ccccc2c1=O)c1cccc([N+](=O)[O-])c1,35.23
CN(C)c1ccc(/C=N/NC(=O)c2nonc2N)cc1[N+](=O)[O-],56.07
CCOc1ccc(C2C(C(=O)Nc3ccccc3)=C(C)N=c3s/c(=C/c4cccc(OCC(=O)O)c4)c(=O)n32)cc1,5.95
Cc1cc(/C=N/Nc2ccc([N+](=O)[O-])cn2)c(C)n1-c1ccc(C(=O)O)cc1,12.73
COc1ccc(/C=N/Nc2ccc(C(=O)O)cc2)cc1Br,23.39
CCSc1nnc(-c2ccccc2/N=C/c2c(C)nn(-c3ccccc3)c2O)c(O)n1,39.57
O=C(Cc1cc(O)n[nH]1)N/N=C/c1c(Cl)cccc1Cl,49.89
O=C(Cn1cc(/C=N/O)c2ccccc21)N1CCOCC1,78.9
Nc1nonc1-c1nc2ccccc2n1CC(=O)N/N=C/c1ccc(-c2ccccc2C(=O)O)o1,73.78
CN1C(=O)/C(=C/c2ccco2)S/C1=N/c1cccc(C(=O)O)c1,50.63
O=C(O)c1cccc(-c2ccc(/C=N/NC(=O)C3COc4ccccc4O3)o2)c1,45.61
CC(C)(C)c1ccc(/C=N/Nc2ccc(C(=O)O)cc2)cc1,13.27
O=C(O)c1ccc(N/N=C/c2ccc(C(F)(F)F)cc2)cc1.O=S(=O)(O)O,46.32
C/C(CCC1CC(C)OC1=O)=N/Nc1nc(-c2ccccc2)cs1,30.78
CC1=NNC(=O)C1CC(=O)N/N=C(\C)c1cccs1,3.56
COc1ccccc1/C=C/C=N/NC(=O)CCC1C(=O)NN=C1C,57.24
O=C(Cc1cc(O)n[nH]1)N/N=C/C(Cl)=C/c1ccccc1,90.63
COc1cc(/C(C)=N/NC(=O)Cc2c(C)n[nH]c2O)ccc1O,34.08
Cc1ccc(N/N=C2/C(=O)Nn3c2nc(C)cc3=O)cc1,86.14
Cc1ccc(/C=N/Nc2ccc(C(=O)O)cc2)s1.O=S(=O)(O)O,20.4
Cc1ccc(/C=c2\sc3nc(-c4ccccc4Br)nn3c2=O)o1,95.49
CC(/C=N/NC(=O)Cc1cc(O)[nH]n1)=C\c1ccccc1,72.38
COc1cccc(/C=N/NC(=S)Nc2cccc(C(=O)O)c2)c1,15.7
O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2cccc(Br)c2)c1,15.78
O=C1C2C3C=CC(CC3)C2C(=O)N1/N=C/c1ccc(O)c(O)c1,34.32
Oc1ccc(/C=N/NC(=S)Nc2cccnc2)cc1O,49.58
CSc1nnc(-c2ccccc2/N=C/c2c(C)nn(-c3ccccc3)c2O)c(O)n1,48.61
O=C(O)c1cccc(NC(=S)N/N=C/c2ccccc2OCc2ccc(Br)cc2)c1,13.35
O=C(O)c1cccc(NC(=S)N/N=C/c2c[nH]c3ccccc23)c1,17.62
CSc1nnc(-c2cc(Br)ccc2/N=C/c2c(C)nn(-c3ccccc3)c2O)c(O)n1,24.78
O=C(O)COc1ccccc1/C=C1\SC(=S)N(/N=C/c2ccccc2O)C1=O,21.31
CCc1nnc(NS(=O)(=O)c2ccc(/N=C/c3c(C)nn(-c4ccc(C)cc4)c3O)cc2)s1,8.11
CC1=NNC(=O)C1CCC(=O)N/N=C\c1ccccc1[N+](=O)[O-],3.14
CC/N=c1\scc(C)n1/N=C/c1ccc(O)c(O)c1O,82.27
CCc1nnc(NS(=O)(=O)c2ccc(/N=C/c3c(C)nn(-c4ccc(C)c(C)c4)c3O)cc2)s1,14.44
CC1=NNC(=O)C1CCC(=O)N/N=C\c1ccc(Cl)c(Cl)c1,14.95
Cc1ccc(C(=O)N/N=C/c2sc(=O)n(Cc3cccc(C(=O)O)c3)c2Cl)cc1,17.84
CC1=NNC(=O)C1CCC(=O)N/N=C/C(Br)=C/c1ccccc1,8.0
COc1cccc(/C=N/NC(=O)CC2C(=O)NN=C2C)c1OC,23.5
O=C(O)COc1ccccc1/C=N/NC(=O)c1cccc(S(=O)(=O)Nc2cccc(Cl)c2)c1,21.26
COc1ccc(/C=N/NC(=S)Nc2cccc(C(=O)O)c2)cc1,19.55
Cc1cccc(N/N=C(\C#N)S(=O)(=O)C(C)(C)C)c1,18.97
CC1=NNC(=O)C1CCC(=O)N/N=C/C=C/c1ccccc1,51.42
O=C(O)c1cccc(-c2ccc(/C=N/NC(=O)c3cccnc3)o2)c1,37.46
Cc1ccc(/C=c2/sc3nnc(-c4ccccc4Cl)n3c2=O)o1,28.69
C=CCN1C(=O)/C(=C/c2ccc(OCC(=O)O)cc2)S/C1=N/c1nccs1,18.94
COc1ccc2occ(/C=N/c3nc[nH]n3)c(=O)c2c1,67.21
O=C(O)c1cccc(Cn2c(Cl)c(/C=N/NC(=O)c3ccccc3)sc2=O)c1,20.76
O=C(O)c1cc(N/N=C/c2ccc(OCc3ccccc3)cc2)ccc1Cl,19.96
COc1cc(/C=N/Nc2ccc(Cl)c(C(=O)O)c2)ccc1OC(=O)c1cccs1,55.48
O=C(O)c1cccc(Cn2c(Cl)c(/C=N/NC(=O)c3ccccc3Cl)sc2=O)c1,34.15
O=C1c2ccccc2C(=O)N1/N=C/c1ccc(O)c(O)c1,30.41
Cc1[nH]c(C(=O)N/N=C/c2ccc(C(=O)O)cc2)c(C)c1C(=O)N/N=C/c1ccc(C(=O)O)cc1,45.7
O=C(CSc1nnc(O)nc1O)N/N=C/c1ccccc1,21.06
O=C(O)c1ccc(/C=N/Nc2ccc(F)cc2F)cc1,99.43
O=C(N/N=C/c1ccccc1C(=O)O)c1ccc(COc2cccc3cccnc23)cc1,18.37
O=C(O)c1cc(/C=N\O)ccc1OCc1ccccc1,16.39
CC1=NNC(=O)C1CC(=O)N/N=C/C(C)=C/c1ccccc1,52.81
C/C(CC1CC(C)(C)OC1=O)=N/Nc1nc(-c2ccccc2)cs1,52.77
CC1=NNC(=O)C1CCC(=O)N/N=C(/C)c1ccc([N+](=O)[O-])cc1,80.58
COc1cccc(N/N=C(\C#N)S(=O)(=O)C(C)(C)C)c1,26.72
O=C(O)CC/C(=N/NC(=O)c1cccs1)c1ccccc1,35.99
C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)COc1cccc(C)c1,90.22
C/C(=N/NC(=O)Cc1c(C)n[nH]c1O)c1ccc(O)cc1,4.09
CC1=NNC(=O)C1CCC(=O)N/N=C(\C)c1ccccc1,36.57
